winery,wine,year,rating,num_reviews,region,price,type,body,acidity
vega sicilia,unico,1986,5,292,ribera del duero,812.63,ribera del duero red,3,2
emilio moro,malleolus de sanchomartin,2016,5,291,ribera del duero,116.54,ribera del duero red,3,2
dominio de pingus,pingus,2004,5,285,ribera del duero,1500.0,ribera del duero red,3,2
dominio de pingus,pingus,2006,5,280,ribera del duero,1190.0,ribera del duero red,3,2
bodegas el nido,el nido,2017,5,268,jumilla,154.85,red,2,2
teso la monja,alabaster,2016,5,264,toro,135.0,toro red,3,2
quinta de la quietud,la mula de la quietud,2015,5,256,toro,63.75,toro red,3,2
vega sicilia,unico,1985,5,254,ribera del duero,827.94,ribera del duero red,3,2
bodegas mauro,terreus paraje de cueva baja,2017,5,251,castilla y leon,66.07,tempranillo,2,1
bodega contador (benjamin romeo),contador rioja,2012,5,243,rioja,213.9,rioja red,2,2
remirez de ganuza,maria remirez de ganuza,2006,5,240,rioja,234.9,rioja red,2,2
vega sicilia,unico,1968,5,225,ribera del duero,2087.25,ribera del duero red,3,2
vinedos de paganos,la nieta,2018,5,220,rioja,89.9,rioja red,2,2
vega sicilia,unico,1964,5,214,ribera del duero,1384.54,ribera del duero red,3,2
vega sicilia,unico,1982,5,205,ribera del duero,820.98,ribera del duero red,3,2
dominio de pingus,pingus,2015,5,203,ribera del duero,1250.0,ribera del duero red,3,2
vega sicilia,unico reserva especial edicion,1995,5,196,ribera del duero,1500.0,ribera del duero red,3,2
dominio de pingus,pingus,1999,5,184,ribera del duero,1715.18,ribera del duero red,3,2
vega sicilia,unico,1974,5,173,ribera del duero,932.3,ribera del duero red,3,2
alvaro palacios,l'ermita velles vinyes priorat,1998,5,171,priorato,1372.14,priorat red,2,2
bodegas san roman,cartago paraje de pozo,2015,5,137,toro,78.9,toro red,3,2
vega sicilia,unico reserva especial edicion,2012,5,136,ribera del duero,660.96,ribera del duero red,3,2
pago de los capellanes,parcela el picon tinto,2009,5,134,ribera del duero,154.0,ribera del duero red,3,2
vega sicilia,valbuena 5o,2017,5,133,ribera del duero,134.89,ribera del duero red,3,2
alvaro palacios,l'ermita velles vinyes priorat,2000,5,132,priorato,1422.96,priorat red,2,2
bodega numanthia,termanthia,2005,5,131,toro,207.11,toro red,3,2
vega sicilia,unico reserva especial edicion,2011,5,131,ribera del duero,340.49,ribera del duero red,3,2
emilio moro,clon de la familia,2010,5,127,ribera del duero,317.63,ribera del duero red,3,2
alto moncayo,aquilon garnacha,2011,5,123,campo de borja,108.9,grenache,3,2
vega sicilia,unico,1983,5,118,ribera del duero,700.0,ribera del duero red,3,2
toro albala,don px convento seleccion,1955,5,117,montilla-moriles,185.0,pedro ximenez,3,0
vega sicilia,unico,1980,5,116,ribera del duero,911.43,ribera del duero red,3,2
bodega contador (benjamin romeo),contador rioja,2005,5,112,rioja,1150.0,rioja red,2,2
vega sicilia,unico,1972,5,110,ribera del duero,698.95,ribera del duero red,3,2
bodega numanthia,termanthia,2004,5,108,toro,2814.16,toro red,3,2
teso la monja,tinto,2010,5,102,toro,1325.0,toro red,3,2
alvaro palacios,quinon de valmira,2015,5,102,rioja,527.26,rioja red,2,2
vega sicilia,unico reserva especial edicion,1987,5,100,ribera del duero,1071.45,ribera del duero red,3,2
mas doix,1902 centenary carignan priorat,2015,5,94,priorato,299.0,priorat red,2,2
finca moncloa,tintilla de rota,2016,5,92,cadiz,43.13,unknown,4,3
vega sicilia,unico,1953,5,89,ribera del duero,1207.6,ribera del duero red,3,2
bodegas roda,cirsion rioja,2000,5,87,rioja,175.0,rioja red,2,2
alvaro palacios,l'ermita velles vinyes priorat,2015,5,82,priorato,1252.35,priorat red,2,2
bodegas el nido,el nido,2019,5,80,jumilla,145.9,red,2,2
mas doix,1902 centenary carignan priorat,2013,5,74,priorato,447.95,priorat red,2,2
vega sicilia,unico reserva especial edicion,2006,5,72,ribera del duero,813.96,ribera del duero red,3,2
alvaro palacios,l'ermita velles vinyes priorat,2005,5,67,priorato,1410.26,priorat red,2,2
martinet,cami pesseroles,2006,5,65,priorato,182.9,priorat red,2,2
recaredo,turo d'en mota,2007,5,64,cava,99.0,cava,0,2
vega sicilia,unico reserva especial edicion,1986,5,63,ribera del duero,1113.2,ribera del duero red,3,2
clos erasmus,priorat,2007,5,60,priorato,654.31,priorat red,2,2
pago de los capellanes,parcela el picon tinto,2016,5,59,ribera del duero,134.26,ribera del duero red,3,2
barbadillo,reliquia palo cortado sherry,2011,5,58,jerez palo cortado,380.0,sherry,2,2
la rioja alta,gran reserva 890,1982,5,57,rioja,292.09,rioja red,2,2
gonzalez-byass,anada palo cortado 1987,1987,5,53,jerez palo cortado,400.85,sherry,2,2
clos erasmus,daphne glorian red,2007,5,51,priorato,202.01,red,2,2
toro albala,don px pedro ximenez,1955,5,50,montilla-moriles,250.0,pedro ximenez,3,0
vinedos de paganos,la nieta,2019,5,49,rioja,88.9,rioja red,2,2
bodegas amaren,el regollar,2016,5,49,rioja,77.9,rioja red,2,2
toro albala,don px convento seleccion,1958,5,47,montilla-moriles,191.61,pedro ximenez,3,0
teso la monja,alabaster,2018,5,45,toro,123.89,toro red,3,2
alvear,abuelo diego palo cortado,2011,5,42,montilla-moriles,114.28,pedro ximenez,3,0
equipo navazos,la bota 78 de oloroso,2011,5,41,manzanilla,95.57,sherry,2,2
morca,touran,2018,5,41,campo de borja,93.95,grenache,3,2
territorio luthier,luthier gran reserva,2012,5,40,ribera del duero,248.0,ribera del duero red,3,2
artadi,vina el pison,1995,5,39,vino de espana,397.0,tempranillo,2,1
rafael palacios,sorte o soro val do bibei,2019,5,37,valdeorras,194.86,unknown,4,3
recaredo,reserva particular de recaredo brut nature,2011,5,35,cava,65.05,cava,0,2
bodegas mauro,terreus paraje de cueva baja,2019,5,33,castilla y leon,86.9,tempranillo,2,1
vina sastre,pesus ribera del duero,2004,5,32,ribera del duero,472.5,ribera del duero red,3,2
terra remota,usted,2010,5,31,emporda,379.0,red,2,2
dehesa de los canonigos,gran reserva,2001,5,31,ribera del duero,185.15,ribera del duero red,3,2
vina sastre,regina vides ribera del duero,1998,5,30,ribera del duero,94.2,ribera del duero red,3,2
miguel merino,la loma,2018,5,29,rioja alta,46.0,rioja red,2,2
alvaro palacios,l'ermita velles vinyes priorat,2016,5,28,priorato,919.6,priorat red,2,2
gutierrez de la vega,recondita armonia monastrell dulce,1987,5,27,alicante,81.9,unknown,4,3
marques de murrieta,castillo ygay gran reserva especial tinto,1942,5,27,rioja,680.0,rioja red,2,2
vega sicilia,valbuena 5o,2011,4,6803,ribera del duero,218.0,ribera del duero red,3,2
vega sicilia,valbuena 5o,2012,4,5938,ribera del duero,177.0,ribera del duero red,3,2
vega sicilia,valbuena 5o,2008,4,5545,ribera del duero,187.3,ribera del duero red,3,2
vega sicilia,valbuena 5o,2007,4,5116,ribera del duero,195.59,ribera del duero red,3,2
vega sicilia,valbuena 5o,2013,4,4747,ribera del duero,135.0,ribera del duero red,3,2
vega sicilia,valbuena 5o,2009,4,4685,ribera del duero,225.2,ribera del duero red,3,2
alion,ribera del duero,2016,4,4516,ribera del duero,79.8,ribera del duero red,3,2
aalto,ps (pagos seleccionados) ribera del duero,2017,4,3383,ribera del duero,116.187943627787,ribera del duero red,3,2
aalto,ps (pagos seleccionados) ribera del duero,2018,4,3239,ribera del duero,89.3,ribera del duero red,3,2
marques de murrieta,castillo ygay gran reserva especial tinto,2010,4,2416,rioja,438.9,rioja red,2,2
alion,ribera del duero,2017,4,2208,ribera del duero,79.9,ribera del duero red,3,2
vega sicilia,valbuena 5o,2004,4,1608,ribera del duero,249.0,ribera del duero red,3,2
dominio de pingus,flor de pingus,2018,4,1363,ribera del duero,129.95,ribera del duero red,3,2
aalto,ps (pagos seleccionados) ribera del duero,2019,4,1108,ribera del duero,76.95,ribera del duero red,3,2
vega sicilia,valbuena 5o,2000,4,1015,ribera del duero,252.0,ribera del duero red,3,2
vega sicilia,valbuena 5o,2002,4,936,ribera del duero,232.0,ribera del duero red,3,2
bodega numanthia,termanthia,2012,4,840,toro,214.0,toro red,3,2
bodega numanthia,termanthia,2011,4,790,toro,205.0,toro red,3,2
carmelo rodero,pago de valtarrena,2015,4,700,ribera del duero,49.95,ribera del duero red,3,2
emilio moro,malleolus de sanchomartin,2011,4,693,ribera del duero,125.0,ribera del duero red,3,2
vega sicilia,valbuena 5o,1999,4,595,ribera del duero,276.8,ribera del duero red,3,2
emilio moro,malleolus de valderramiro,2015,4,516,ribera del duero,75.0,ribera del duero red,3,2
dominio de pingus,pingus,2010,4,410,ribera del duero,1359.75,ribera del duero red,3,2
pago de carraovejas,cuesta de las liebres,2010,4,405,ribera del duero,81.5,ribera del duero red,3,2
dominio de pingus,pingus,2012,4,400,ribera del duero,890.0,ribera del duero red,3,2
dominio del bendito,el titan del bendito,2015,4,388,toro,43.5,toro red,3,2
emilio moro,malleolus de sanchomartin,2015,4,369,ribera del duero,99.0,ribera del duero red,3,2
dominio de pingus,pingus,2013,4,323,ribera del duero,1198.72,ribera del duero red,3,2
bodegas mauro,terreus paraje de cueva baja,2015,4,313,castilla y leon,94.95,tempranillo,2,1
bodegas mauro,terreus paraje de cueva baja,2016,4,304,castilla y leon,89.0,tempranillo,2,1
dominio de pingus,pingus,2005,4,293,ribera del duero,1785.96,ribera del duero red,3,2
vinedos de paganos,la nieta,2017,4,286,rioja,108.21,rioja red,2,2
artadi,vina el pison,2006,4,274,vino de espana,391.5,tempranillo,2,1
dominio de pingus,pingus,1998,4,244,ribera del duero,1350.0,ribera del duero red,3,2
bodegas roda,cirsion rioja,2007,4,242,rioja,145.0,rioja red,2,2
bodegas roda,cirsion rioja,2012,4,231,rioja,173.38,rioja red,2,2
bodega contador (benjamin romeo),contador rioja,2011,4,225,rioja,220.0,rioja red,2,2
marques de murrieta,dalmau rioja,2017,4,222,rioja,85.7,rioja red,2,2
vega sicilia,unico,1965,4,218,ribera del duero,2884.04,ribera del duero red,3,2
sierra cantabria,finca el bosque,2015,4,214,rioja,79.9,rioja red,2,2
vina sastre,pago de santa cruz,2018,4,211,ribera del duero,68.7,ribera del duero red,3,2
dominio de pingus,pingus,2003,4,205,ribera del duero,1638.95,ribera del duero red,3,2
mas d'en gil,clos fonta priorat,2004,4,202,priorato,150.0,priorat red,2,2
carmelo rodero,pago de valtarrena,2016,4,200,ribera del duero,48.95,ribera del duero red,3,2
pago de los capellanes,parcela el picon tinto,2014,4,197,ribera del duero,109.41,ribera del duero red,3,2
emilio moro,malleolus de sanchomartin,2014,4,186,ribera del duero,119.0,ribera del duero red,3,2
vega sicilia,valbuena 5o,1992,4,176,ribera del duero,195.0,ribera del duero red,3,2
dominio de pingus,pingus,2014,4,172,ribera del duero,1595.0,ribera del duero red,3,2
artadi,vina el pison,2010,4,169,vino de espana,519.55,tempranillo,2,1
pago de los capellanes,parcela el picon tinto,2012,4,165,ribera del duero,89.0,ribera del duero red,3,2
artadi,vina el pison,2011,4,165,vino de espana,511.9,tempranillo,2,1
alvaro palacios,l'ermita velles vinyes priorat,1999,4,164,priorato,980.0,priorat red,2,2
casa castillo,cuvee n vinas viejas,2015,4,160,jumilla,73.0,red,2,2
artadi,vina el pison,2012,4,159,vino de espana,280.0,tempranillo,2,1
vega sicilia,unico,1973,4,157,ribera del duero,932.3,ribera del duero red,3,2
bodega contador (benjamin romeo),contador rioja,2014,4,157,rioja,251.99,rioja red,2,2
bodegas san roman,cartago paraje de pozo,2014,4,153,toro,61.69,toro red,3,2
alvaro palacios,l'ermita velles vinyes priorat,1996,4,150,priorato,1372.14,priorat red,2,2
bodega numanthia,termanthia,2014,4,147,toro,210.5,toro red,3,2
vega sicilia,valbuena 5o,1985,4,146,ribera del duero,285.0,ribera del duero red,3,2
matarromera,ribera del duero prestigio pago de las solanas,2001,4,145,ribera del duero,245.75,ribera del duero red,3,2
vega sicilia,valbuena 5o,1989,4,143,ribera del duero,228.57,ribera del duero red,3,2
bodega contador (benjamin romeo),contador rioja,2015,4,143,rioja,319.9,rioja red,2,2
artadi,vina el pison,2005,4,142,vino de espana,325.0,tempranillo,2,1
nin-ortiz,nit de nin mas d'en cacador,2011,4,139,priorato,345.0,priorat red,2,2
bodegas mauro,vs,2018,4,136,castilla y leon,58.9,tempranillo,2,1
remirez de ganuza,maria remirez de ganuza,2005,4,136,rioja,159.0,rioja red,2,2
vinas del vero,blecua somontano,2013,4,135,somontano,69.9,red,2,2
vega sicilia,unico reserva especial edicion,1989,4,133,ribera del duero,895.4,ribera del duero red,3,2
teso la monja,alabaster,2017,4,131,toro,147.85,toro red,3,2
bodegas mauro,terreus paraje de cueva baja,2018,4,128,castilla y leon,88.05,tempranillo,2,1
alvaro palacios,l'ermita velles vinyes priorat,1997,4,127,priorato,1080.0,priorat red,2,2
marques de riscal,frank gehry selection,2001,4,124,rioja,301.0,tempranillo,2,1
artadi,vina el pison,2014,4,124,vino de espana,275.0,tempranillo,2,1
vega sicilia,unico,1967,4,123,ribera del duero,1106.24,ribera del duero red,3,2
arzuaga,amaya arzuaga (coleccion),2016,4,123,ribera del duero,64.9,ribera del duero red,3,2
dominio de pingus,pingus,2000,4,122,ribera del duero,1503.0,ribera del duero red,3,2
alvaro palacios,l'ermita velles vinyes priorat,1995,4,122,priorato,1372.14,priorat red,2,2
artadi,vina el pison,2015,4,122,vino de espana,241.55,tempranillo,2,1
bodegas mas alta,la creu alta,2013,4,116,priorato,89.17,priorat red,2,2
vega sicilia,unico,1975,4,115,ribera del duero,769.9,ribera del duero red,3,2
dominio de calogia,tinto,2019,4,114,ribera del duero,67.94,ribera del duero red,3,2
tomas postigo,5o ano ribera del duero tinto,2016,4,113,ribera del duero,44.0,ribera del duero red,3,2
artadi,vina el pison,2009,4,113,vino de espana,445.0,tempranillo,2,1
cal pla,planots priorat,2010,4,112,priorato,87.02,priorat red,2,2
vega sicilia,unico reserva especial edicion,2009,4,111,ribera del duero,747.17,ribera del duero red,3,2
dominio del bendito,el titan del bendito,2018,4,111,toro,49.95,toro red,3,2
ossian,capitel,2018,4,107,castilla y leon,50.51,verdejo,1,2
arzuaga,gran arzuaga ribera del duero,2004,4,105,ribera del duero,157.4,ribera del duero red,3,2
alto moncayo,aquilon garnacha,2015,4,105,campo de borja,120.9,grenache,3,2
dominio de pingus,pingus,1996,4,102,ribera del duero,1746.94,ribera del duero red,3,2
cepa 21,horcajo,2015,4,100,ribera del duero,75.3,ribera del duero red,3,2
carmelo rodero,pago de valtarrena,2018,4,99,ribera del duero,47.5,ribera del duero red,3,2
vega sicilia,unico,2012,4,98,ribera del duero,359.9,ribera del duero red,3,2
bodegas vilano,tinto,2019,4,97,ribera del duero,43.5,ribera del duero red,3,2
allende,aurus,2005,4,95,rioja,136.0,rioja red,2,2
costers del siurana,dolc de l'obac,2006,4,94,priorato,117.239420060872,unknown,4,3
pago de los capellanes,parcela el picon tinto,2011,4,93,ribera del duero,135.0,ribera del duero red,3,2
remirez de ganuza,trasnocho,2013,4,91,rioja,82.5,rioja red,2,2
bodegas roda,cirsion rioja,2017,4,90,rioja,149.9,rioja red,2,2
teso la monja,tinto,2008,4,87,toro,1260.0,toro red,3,2
pago de los capellanes,doroteo edicion especial 25 aniversario,2015,4,86,ribera del duero,59.0,ribera del duero red,3,2
bodegas valduero,tierra alta de 2 racimos gran reserva,2011,4,85,ribera del duero,82.5,ribera del duero red,3,2
marques de murrieta,castillo ygay gran reserva especial tinto,2011,4,85,rioja,195.0,rioja red,2,2
vega sicilia,valbuena 5o,1980,4,84,ribera del duero,195.0,ribera del duero red,3,2
arzuaga,reserva especial ribera del duero,2016,4,83,ribera del duero,54.5,ribera del duero red,3,2
hacienda monasterio,reserva especial,2015,4,80,ribera del duero,79.1,ribera del duero red,3,2
mas d'en gil,gran buig priorat,2004,4,79,priorato,272.0,priorat red,2,2
castillo perelada,finca garbet,2014,4,75,emporda,99.0,syrah,2,2
osborne,solera india oloroso rare sherry,2011,4,74,jerez-xeres-sherry,189.99,sherry,2,2
emilio moro,clon de la familia,2011,4,72,ribera del duero,317.63,ribera del duero red,3,2
sierra cantabria,amancio,2007,4,70,rioja,399.6,rioja red,2,2
toro albala,gines liebana pedro ximenez,1910,4,70,montilla-moriles,701.05,pedro ximenez,3,0
recaredo,reserva particular de recaredo brut nature,2008,4,69,cava,74.9,cava,0,2
clos erasmus,priorat,2008,4,66,priorato,654.31,priorat red,2,2
vega sicilia,valbuena 5o,1983,4,66,ribera del duero,247.75,ribera del duero red,3,2
toro albala,don px seleccion,1965,4,65,montilla-moriles,144.99,pedro ximenez,3,0
alvaro palacios,l'ermita velles vinyes priorat,2001,4,65,priorato,945.0,priorat red,2,2
hacienda monasterio,reserva,2017,4,64,ribera del duero,50.0,ribera del duero red,3,2
ysios,finca las naves,2016,4,63,rioja,126.64,rioja red,2,2
marques de grinon,aaa,2008,4,63,dominio de valdepusa,162.38,red,2,2
contino,vina del olivo,2001,4,60,rioja,81.0,rioja red,2,2
alvaro palacios,l'ermita velles vinyes priorat,2010,4,60,priorato,2750.0,priorat red,2,2
marques de murrieta,dalmau rioja,2001,4,59,rioja,121.0,rioja red,2,2
alvaro palacios,les aubaguetes priorat,2016,4,59,priorato,355.95,priorat red,2,2
gramona,cava enoteca finca la plana brut nature,2001,4,58,cava,164.66,cava,0,2
alto moncayo,aquilon garnacha,2016,4,58,campo de borja,120.9,grenache,3,2
dominio del aguila,gran reserva penas aladas,2014,4,58,ribera del duero,218.9,ribera del duero red,3,2
hacienda solano,pena lobera,2016,4,57,ribera del duero,65.95,ribera del duero red,3,2
bodegas mas alta,la creu alta,2014,4,53,priorato,86.0,priorat red,2,2
francisco garcia perez,adega do moucho treixadura,2017,4,53,ribeiro,34.5,unknown,4,3
anima negra,son negre,2007,4,51,mallorca,282.65,red,2,2
mas doix,1902 centenary carignan priorat,2017,4,51,priorato,259.9,priorat red,2,2
vega sicilia,unico,1961,4,50,ribera del duero,1099.28,ribera del duero red,3,2
castano,casa cisca monastrell,2016,4,49,yecla,35.0,monastrell,3,2
descendientes de j. palacios,moncerbal bierzo (corullon),2016,4,48,bierzo,269.95,mencia,1,2
la legua,capricho,2014,4,47,cigales,27.2693427,red,2,2
dominio de pingus,pingus,2018,4,47,ribera del duero,1250.0,ribera del duero red,3,2
castillo de cuzcurrita,cerrado del castillo rioja,2016,4,47,rioja,52.95,rioja red,2,2
oxer wines,kalamity rioja,2018,4,46,rioja,114.95,rioja red,2,2
bodegas yuste,conde de aldama amontillado,2011,4,46,jerez-xeres-sherry,89.9,sherry,2,2
vega sicilia,valbuena 5o,1979,4,46,ribera del duero,195.0,ribera del duero red,3,2
bodegas 6o elemento - vino sexto elemento,respeto,2015,4,45,utiel-requena,29.35,red,2,2
proyecto garnachas de espana,el garnacho viejo de la familia acha,2014,4,45,rioja,79.9,rioja red,2,2
matarromera,ribera del duero prestigio,2016,4,45,ribera del duero,53.95,ribera del duero red,3,2
casal de arman,finca misenhora edicion limitada,2018,4,44,ribeiro,26.2,unknown,4,3
mas doix,1902 centenary carignan priorat,2016,4,43,priorato,270.44,priorat red,2,2
artadi,la poza de ballesteros,2009,4,42,vino de espana,187.5,tempranillo,2,1
marques de murrieta,reserva rioja (finca ygay),1954,4,42,rioja,210.0,rioja red,2,2
hacienda monasterio,reserva especial,2016,4,41,ribera del duero,85.63,ribera del duero red,3,2
artadi,vina el pison,2017,4,41,vino de espana,304.54,tempranillo,2,1
vall llach,idus,2020,4,41,priorato,34.3,priorat red,2,2
clos erasmus,priorat,2003,4,41,priorato,993.28,priorat red,2,2
sierra cantabria,amancio,2017,4,40,rioja,85.95,rioja red,2,2
pago de larrainzar,rosado de larrainzar,2020,4,39,navarra,12.0,unknown,4,3
emilio moro,clon de la familia,2015,4,39,ribera del duero,249.9,ribera del duero red,3,2
vega sicilia,unico reserva especial edicion,1982,4,39,ribera del duero,1238.43,ribera del duero red,3,2
sierra cantabria,finca el bosque,2002,4,38,rioja,128.0,rioja red,2,2
descendientes de j. palacios,valdafoz bierzo (corullon),2011,4,38,bierzo,135.5,mencia,1,2
ukan winery,tinto,2019,4,38,rioja alavesa,40.5,rioja red,2,2
finca moncloa,tintilla de rota,2017,4,37,cadiz,43.1,unknown,4,3
bodegas mas alta,la creu alta,2017,4,36,priorato,85.0,priorat red,2,2
vina real,rioja gran reserva,1986,4,35,rioja,123.0,rioja red,2,2
dominio de atauta,valdegatiles ribera del duero,2012,4,34,ribera del duero,106.35,ribera del duero red,3,2
toro albala,don px seleccion,1962,4,34,montilla-moriles,207.0,pedro ximenez,3,0
micro bio (microbio),respublica verdejo,2016,4,33,vino de espana,75.95,verdejo,1,2
dominio del aguila,gran reserva penas aladas,2015,4,33,ribera del duero,185.3,ribera del duero red,3,2
terroir al limit soc. lda,les tosses,2016,4,33,priorato,205.95,priorat red,2,2
