winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity,is_non_vintage
Vega Sicilia,Unico Reserva Especial Edicion,-0.8590591577829416,2.895373754079808,-0.5898915468900544,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,-2.1958718419569316,2.895373754079808,-0.6991752819394559,Espana,Priorato,2.254486195443464,Priorat Red,0.6666666666666666,3.0,0
Vega Sicilia,Unico Reserva Especial Edicion,-1.9730697279279334,2.895373754079808,-0.6991752819394559,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico Reserva Especial Edicion,1.368961982507042,2.895373754079808,-0.7078029452328296,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Ordonez,Vatan Arena Tinta de Toro,0.032149298333051884,2.895373754079808,-0.7221823840551193,Espana,Toro,2.254486195443464,Toro Red,0.9999999999999999,3.0,0
Vina Sastre,Pesus Ribera del Duero,-1.5274654998699366,2.895373754079808,-0.7538171494641566,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Teso La Monja,Tinto,-0.41345492972494485,2.895373754079808,-0.7883278026376517,Espana,Toro,2.254486195443464,Toro Red,0.9999999999999999,3.0,0
Dominio de Pingus,Pingus,0.700555640420047,2.895373754079808,-0.7998313536954834,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Teso La Monja,Tinto,-1.08186127181194,2.895373754079808,-0.8055831292243993,Espana,Toro,2.254486195443464,Toro Red,0.9999999999999999,3.0,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,-1.3046633858409382,2.895373754079808,-0.8314661191045207,Espana,Priorato,2.254486195443464,Priorat Red,0.6666666666666666,3.0,0
Sierra Cantabria,Magico,0.4777535263910486,2.895373754079808,-0.8314661191045207,Espana,Rioja,2.254486195443464,Rioja Red,0.6666666666666666,3.0,0
Teso La Monja,Tinto,-0.6362570437539432,2.895373754079808,-0.8314661191045207,Espana,Toro,2.254486195443464,Toro Red,0.9999999999999999,3.0,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,0.700555640420047,2.895373754079808,-0.8314661191045207,Espana,Priorato,2.254486195443464,Priorat Red,0.6666666666666666,3.0,0
Teso La Monja,Tinto,0.25495141236205027,2.895373754079808,-0.8314661191045207,Espana,Toro,2.254486195443464,Toro Red,0.9999999999999999,3.0,0
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),0.700555640420047,2.895373754079808,-0.8314661191045207,Espana,Bierzo,2.254486195443464,Red,0.6666666666666666,3.0,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,0.9233577544490453,2.895373754079808,-0.8314661191045207,Espana,Priorato,2.254486195443464,Priorat Red,0.6666666666666666,3.0,0
Vega Sicilia,Valbuena 5o,-0.8590591577829416,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,1.757180201725346,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,0.032149298333051884,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,1.3783470065890893,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,-1.750267613898935,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,1.5003951309975703,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico,-1.9730697279279334,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico,-2.1958718419569316,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico,-3.0870802980729253,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico,-1.5274654998699366,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,0.25495141236205027,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,1.4685903425869402,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico,-1.750267613898935,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico,-1.3046633858409382,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,1.9863428288937326,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico,-2.41867395598593,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,2.1296195953710226,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,0.4777535263910486,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,0.7833719818208039,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,-1.9730697279279334,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,1.7288538688052781,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico,-2.6414760700149285,2.1812161775458474,1.912130808188346,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico Reserva Especial Edicion,-3.0870802980729253,2.1812161775458474,1.73957754232087,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Pago de Carraovejas,Cuesta de Las Liebres,0.032149298333051884,2.1812161775458474,1.020605601206387,Espana,Ribera del Duero,0.8450592893327028,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico Reserva Especial Edicion,0.700555640420047,2.1812161775458474,0.6611196306491457,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Pago de Carraovejas,El Anejon,0.25495141236205027,2.1812161775458474,0.6122295386533608,Espana,Ribera del Duero,0.34827977361367346,Ribera Del Duero Red,0.9999999999999999,3.0,0
Bodegas El Nido,El Nido,0.032149298333051884,2.1812161775458474,0.520201130190707,Espana,Jumilla,1.2263895725862204,Red,0.6666666666666666,3.0,0
Bodegas El Nido,El Nido,-0.19065281569594647,2.1812161775458474,0.41954505843467943,Espana,Jumilla,1.1460579308648422,Red,0.6666666666666666,3.0,0
Bodegas El Nido,El Nido,0.4777535263910486,2.1812161775458474,0.18084637398467115,Espana,Jumilla,2.254486195443464,Red,0.6666666666666666,3.0,0
Bodegas El Nido,El Nido,-1.3046633858409382,2.1812161775458474,0.04855553681960631,Espana,Jumilla,1.0518692470380953,Red,0.6666666666666666,3.0,0
Vinedos de Paganos,La Nieta,0.25495141236205027,2.1812161775458474,-0.05210053493642129,Espana,Rioja,0.46307606448323885,Rioja Red,0.6666666666666666,3.0,0
Vega Sicilia,Unico Reserva Especial Edicion,-1.5274654998699366,2.1812161775458474,-0.07798352481654267,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Emilio Moro,Malleolus de Valderramiro,0.4777535263910486,2.1812161775458474,-0.08661118810991647,Espana,Ribera del Duero,0.49731252789901575,Ribera Del Duero Red,0.9999999999999999,3.0,0
Dominio de Pingus,Pingus,-2.864278184043927,2.1812161775458474,-0.10099062693220612,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Emilio Moro,Malleolus de Sanchomartin,0.4777535263910486,2.1812161775458474,-0.11249417799003784,Espana,Ribera del Duero,0.8805704621523528,Ribera Del Duero Red,0.9999999999999999,3.0,0
Dominio de Pingus,Pingus,-2.1958718419569316,2.1812161775458474,-0.12974950457678544,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Dominio de Pingus,Pingus,-1.750267613898935,2.1812161775458474,-0.1441289433990751,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Bodegas El Nido,El Nido,0.700555640420047,2.1812161775458474,-0.17863959657257028,Espana,Jumilla,1.2259968170065323,Red,0.6666666666666666,3.0,0
Teso La Monja,Alabaster,0.4777535263910486,2.1812161775458474,-0.190143147630402,Espana,Toro,1.0591835249371786,Toro Red,0.9999999999999999,3.0,0
Quinta de la Quietud,La Mula de la Quietud,0.25495141236205027,2.1812161775458474,-0.21315024974606545,Espana,Toro,0.15051883614110823,Toro Red,0.9999999999999999,3.0,0
Bodegas Mauro,Terreus Paraje de Cueva Baja,0.700555640420047,2.1812161775458474,-0.2275296885683551,Espana,Castilla y Leon,0.19362211840004728,Tempranillo,0.6666666666666666,3.0,0
Bodega Contador (Benjamin Romeo),Contador Rioja,-0.41345492972494485,2.1812161775458474,-0.2505367906840186,Espana,Rioja,1.6193755593565855,Rioja Red,0.6666666666666666,3.0,0
Remirez de Ganuza,Maria Remirez de Ganuza,-1.750267613898935,2.1812161775458474,-0.25916445397739235,Espana,Rioja,1.7335341631354255,Rioja Red,0.6666666666666666,3.0,0
Vinedos de Paganos,La Nieta,0.9233577544490453,2.1812161775458474,-0.316682209266551,Espana,Rioja,0.5658727797219232,Rioja Red,0.6666666666666666,3.0,0
Dominio de Pingus,Pingus,0.25495141236205027,2.1812161775458474,-0.3655723012623358,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Bodegas San Roman,Cartago Paraje de Pozo,0.25495141236205027,2.1812161775458474,-0.5553808937165593,Espana,Toro,0.4079425879689523,Toro Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico Reserva Especial Edicion,-0.41345492972494485,2.1812161775458474,-0.5582567814810172,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Pago de Los Capellanes,Parcela El Picon Tinto,-1.08186127181194,2.1812161775458474,-0.564008557009933,Espana,Ribera del Duero,1.2193006241368523,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,0.700555640420047,2.1812161775458474,-0.566884444774391,Espana,Ribera del Duero,1.058192788143929,Ribera Del Duero Red,0.9999999999999999,3.0,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,-3.0870802980729253,2.1812161775458474,-0.569760332538849,Espana,Priorato,2.254486195443464,Priorat Red,0.6666666666666666,3.0,0
Bodega Numanthia,Termanthia,-1.9730697279279334,2.1812161775458474,-0.5726362203033069,Espana,Toro,1.5800644534897983,Toro Red,0.9999999999999999,3.0,0
Vega Sicilia,Unico Reserva Especial Edicion,-0.6362570437539432,2.1812161775458474,-0.5726362203033069,Espana,Ribera del Duero,2.186458205646278,Ribera Del Duero Red,0.9999999999999999,3.0,0
Emilio Moro,Clon De La Familia,-0.8590591577829416,2.1812161775458474,-0.5841397713611386,Espana,Ribera del Duero,2.1016210985238213,Ribera Del Duero Red,0.9999999999999999,3.0,0
Alto Moncayo,Aquilon Garnacha,-0.6362570437539432,2.1812161775458474,-0.5956433224189703,Espana,Campo de Borja,0.7982801407934889,Grenache,0.9999999999999999,3.0,0
Bodega Contador (Benjamin Romeo),Contador Rioja,-1.9730697279279334,2.1812161775458474,-0.6272780878280075,Espana,Rioja,2.254486195443464,Rioja Red,0.6666666666666666,3.0,0
Bodega Numanthia,Termanthia,-2.1958718419569316,2.1812161775458474,-0.6387816388858393,Espana,Toro,2.254486195443464,Toro Red,0.9999999999999999,3.0,0
Teso La Monja,Tinto,-0.8590591577829416,2.1812161775458474,-0.6560369654725868,Espana,Toro,2.254486195443464,Toro Red,0.9999999999999999,3.0,0
Alvaro Palacios,Quinon de Valmira,0.25495141236205027,2.1812161775458474,-0.6560369654725868,Espana,Rioja,2.254486195443464,Rioja Red,0.6666666666666666,3.0,0
Mas Doix,1902 Centenary Carignan Priorat,0.25495141236205027,2.1812161775458474,-0.6790440675882503,Espana,Priorato,2.0278524145506824,Priorat Red,0.6666666666666666,3.0,0
Finca Moncloa,Tintilla de Rota,0.4777535263910486,2.1812161775458474,-0.6847958431171662,Espana,Cadiz,-0.31891457334720663,Red,0.6666666666666666,3.0,0
Bodegas Roda,Cirsion Rioja,-3.0870802980729253,2.1812161775458474,-0.6991752819394559,Espana,Rioja,1.3748734850845692,Rioja Red,0.6666666666666666,3.0,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,0.25495141236205027,2.1812161775458474,-0.7135547207617455,Espana,Priorato,2.254486195443464,Priorat Red,0.6666666666666666,3.0,0
Bodegas El Nido,El Nido,1.1461598684780436,2.1812161775458474,-0.7193064962906613,Espana,Jumilla,1.1535825292016058,Red,0.6666666666666666,3.0,0
Mas Doix,1902 Centenary Carignan Priorat,-0.19065281569594647,2.1812161775458474,-0.7365618228774089,Espana,Priorato,2.254486195443464,Priorat Red,0.6666666666666666,3.0,0
Vega Sicilia,Unico Reserva Especial Edicion,-1.750267613898935,2.1812161775458474,-0.7423135984063248,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,-1.9730697279279334,2.1812161775458474,-0.7566930372286145,Espana,Priorato,2.254486195443464,Priorat Red,0.6666666666666666,3.0,0
Martinet,Cami Pesseroles,-1.750267613898935,2.1812161775458474,-0.7624448127575303,Espana,Priorato,1.4286352884826437,Priorat Red,0.6666666666666666,3.0,0
Recaredo,Turo d'en Mota,-1.5274654998699366,2.1812161775458474,-0.7653207005219883,Espana,Cava,0.6826944897304165,Cava,0.0,3.0,0
Clos Erasmus,Priorat,-1.5274654998699366,2.1812161775458474,-0.7768242515798199,Espana,Priorato,2.254486195443464,Priorat Red,0.6666666666666666,3.0,0
Pago de Los Capellanes,Parcela El Picon Tinto,0.4777535263910486,2.1812161775458474,-0.779700139344278,Espana,Ribera del Duero,1.0525030727918874,Ribera Del Duero Red,0.9999999999999999,3.0,0
Clos Erasmus,Daphne Glorian Red,-1.5274654998699366,2.1812161775458474,-0.8027072414599413,Espana,Priorato,1.5496848103488365,Red,0.6666666666666666,3.0,0
Vinedos de Paganos,La Nieta,1.1461598684780436,2.1812161775458474,-0.8084590169888572,Espana,Rioja,0.5523282222546025,Rioja Red,0.6666666666666666,3.0,0
Bodegas Amaren,El Regollar,0.4777535263910486,2.1812161775458474,-0.8084590169888572,Espana,Rioja,0.3925215338841178,Rioja Red,0.6666666666666666,3.0,0
Teso La Monja,Alabaster,0.9233577544490453,2.1812161775458474,-0.819962568046689,Espana,Toro,0.9548369547128135,Toro Red,0.9999999999999999,3.0,0
Morca,Touran,0.9233577544490453,2.1812161775458474,-0.8314661191045207,Espana,Campo de Borja,0.6192455857038762,Grenache,0.9999999999999999,3.0,0
Territorio Luthier,Luthier Gran Reserva,-0.41345492972494485,2.1812161775458474,-0.8314661191045207,Espana,Ribera del Duero,1.7997075891941692,Ribera Del Duero Red,0.9999999999999999,3.0,0
Rafael Palacios,Sorte O Soro Val do Bibei,1.1461598684780436,2.1812161775458474,-0.8314661191045207,Espana,Valdeorras,1.5057832445787078,Red,0.6666666666666666,3.0,0
Recaredo,Reserva Particular de Recaredo Brut Nature,-0.6362570437539432,2.1812161775458474,-0.8314661191045207,Espana,Cava,0.17485817216560734,Cava,0.0,3.0,0
Bodegas Mauro,Terreus Paraje de Cueva Baja,1.1461598684780436,2.1812161775458474,-0.8314661191045207,Espana,Castilla y Leon,0.5247811546456428,Tempranillo,0.6666666666666666,3.0,0
Vina Sastre,Pesus Ribera del Duero,-2.1958718419569316,2.1812161775458474,-0.8314661191045207,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Terra Remota,Usted,-0.8590591577829416,2.1812161775458474,-0.8314661191045207,Espana,Emporda,2.254486195443464,Red,0.6666666666666666,3.0,0
Dehesa de Los Canonigos,Gran Reserva,-2.864278184043927,2.1812161775458474,-0.8314661191045207,Espana,Ribera del Duero,1.4435249998512623,Ribera Del Duero Red,0.9999999999999999,3.0,0
Miguel Merino,La Loma,0.9233577544490453,2.1812161775458474,-0.8314661191045207,Espana,Rioja Alta,-0.24176687224028867,Rioja Red,0.6666666666666666,3.0,0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,0.4777535263910486,2.1812161775458474,-0.8314661191045207,Espana,Priorato,2.254486195443464,Priorat Red,0.6666666666666666,3.0,0
Vega Sicilia,Valbuena 5o,-0.6362570437539432,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,1.642515697663565,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,-0.41345492972494485,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,1.3887088357843147,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,-1.3046633858409382,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,1.4575857410686823,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,-1.5274654998699366,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,1.5103383438401758,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,-0.19065281569594647,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,1.0591835249371786,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,-1.08186127181194,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,1.6821228871368645,Ribera Del Duero Red,0.9999999999999999,3.0,0
Alion,Ribera del Duero,0.4777535263910486,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,0.4216574041460222,Ribera Del Duero Red,0.9999999999999999,3.0,0
Aalto,PS (Pagos Seleccionados) Ribera del Duero,0.700555640420047,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,0.8768975836802506,Ribera Del Duero Red,0.9999999999999999,3.0,0
Aalto,PS (Pagos Seleccionados) Ribera del Duero,0.9233577544490453,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,0.5577640381046025,Ribera Del Duero Red,0.9999999999999999,3.0,0
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,-0.8590591577829416,1.4670586010118802,1.912130808188346,Espana,Rioja,2.254486195443464,Rioja Red,0.6666666666666666,3.0,0
Alion,Ribera del Duero,0.700555640420047,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,0.42317183292187116,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,-2.1958718419569316,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,1.8046150727544383,Ribera Del Duero Red,0.9999999999999999,3.0,0
Dominio de Pingus,Flor de Pingus,0.9233577544490453,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,1.0128524810609718,Ribera Del Duero Red,0.9999999999999999,3.0,0
Aalto,PS (Pagos Seleccionados) Ribera del Duero,1.1461598684780436,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,0.37768941456467653,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,-3.0870802980729253,1.4670586010118802,1.912130808188346,Espana,Ribera del Duero,1.8192205999242252,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vega Sicilia,Valbuena 5o,-2.6414760700149285,1.4670586010118802,1.7424534300853278,Espana,Ribera del Duero,1.7183887152751178,Ribera Del Duero Red,0.9999999999999999,3.0,0
Bodega Numanthia,Termanthia,-0.41345492972494485,1.4670586010118802,1.4663682046973665,Espana,Toro,1.6199451874241655,Toro Red,0.9999999999999999,3.0,0
Bodega Numanthia,Termanthia,-0.6362570437539432,1.4670586010118802,1.3225738164744698,Espana,Toro,1.5675869036492727,Toro Red,0.9999999999999999,3.0,0
Carmelo Rodero,Pago De Valtarrena,0.25495141236205027,1.4670586010118802,1.0637439176732562,Espana,Ribera del Duero,-0.14296002048898998,Ribera Del Duero Red,0.9999999999999999,3.0,0
Emilio Moro,Malleolus de Sanchomartin,-0.6362570437539432,1.4670586010118802,1.0436127033220506,Espana,Ribera del Duero,0.9656712652311193,Ribera Del Duero Red,0.9999999999999999,3.0,0
Emilio Moro,Malleolus de Valderramiro,0.25495141236205027,1.4670586010118802,0.5345805690129967,Espana,Ribera del Duero,0.3466697595629174,Ribera Del Duero Red,0.9999999999999999,3.0,0
Dominio de Pingus,Pingus,-0.8590591577829416,1.4670586010118802,0.22973646598045597,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Pago de Carraovejas,Cuesta de Las Liebres,-0.8590591577829416,1.4670586010118802,0.21535702715816632,Espana,Ribera del Duero,0.4471513608426832,Ribera Del Duero Red,0.9999999999999999,3.0,0
Dominio de Pingus,Pingus,-0.41345492972494485,1.4670586010118802,0.20097758833587667,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Dominio del Bendito,El Titan del Bendito,0.25495141236205027,1.4670586010118802,0.16646693516238148,Espana,Toro,-0.3086914802587727,Toro Red,0.9999999999999999,3.0,0
Emilio Moro,Malleolus de Sanchomartin,0.25495141236205027,1.4670586010118802,0.1118250676376808,Espana,Ribera del Duero,0.6826944897304165,Ribera Del Duero Red,0.9999999999999999,3.0,0
Dominio de Pingus,Pingus,-0.19065281569594647,1.4670586010118802,-0.020465769527384044,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Bodegas Mauro,Terreus Paraje de Cueva Baja,0.25495141236205027,1.4670586010118802,-0.04922464717196336,Espana,Castilla y Leon,0.6320735239834809,Tempranillo,0.6666666666666666,3.0,0
Bodegas Mauro,Terreus Paraje de Cueva Baja,0.4777535263910486,1.4670586010118802,-0.07510763705208474,Espana,Castilla y Leon,0.5536894403038385,Tempranillo,0.6666666666666666,3.0,0
Dominio de Pingus,Pingus,-1.9730697279279334,1.4670586010118802,-0.10674240246112199,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Vinedos de Paganos,La Nieta,0.700555640420047,1.4670586010118802,-0.1268736168123275,Espana,Rioja,0.7905684937295482,Rioja Red,0.6666666666666666,3.0,0
Artadi,Vina El Pison,-1.750267613898935,1.4670586010118802,-0.16138426998582267,Espana,Vino de Espana,2.254486195443464,Tempranillo,0.6666666666666666,3.0,0
Bodegas Roda,Cirsion Rioja,-1.5274654998699366,1.4670586010118802,-0.2534126784484765,Espana,Rioja,1.1460579308648422,Rioja Red,0.6666666666666666,3.0,0
Bodegas Roda,Cirsion Rioja,-0.41345492972494485,1.4670586010118802,-0.28504744385751374,Espana,Rioja,1.3635511078978484,Rioja Red,0.6666666666666666,3.0,0
Bodega Contador (Benjamin Romeo),Contador Rioja,-0.6362570437539432,1.4670586010118802,-0.3023027704442613,Espana,Rioja,1.6536468244080882,Rioja Red,0.6666666666666666,3.0,0
Marques de Murrieta,Dalmau Rioja,0.700555640420047,1.4670586010118802,-0.3109304337376351,Espana,Rioja,0.5079504359020546,Rioja Red,0.6666666666666666,3.0,0
Sierra Cantabria,Finca el Bosque,0.25495141236205027,1.4670586010118802,-0.33393753585329855,Espana,Rioja,0.42317183292187116,Rioja Red,0.6666666666666666,3.0,0
Vina Sastre,Pago de Santa Cruz,0.9233577544490453,1.4670586010118802,-0.34256519914667233,Espana,Ribera del Duero,0.24071738473344267,Ribera Del Duero Red,0.9999999999999999,3.0,0
Dominio de Pingus,Pingus,-2.41867395598593,1.4670586010118802,-0.35982052573341994,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Mas d'en Gil,Clos Fonta Priorat,-2.1958718419569316,1.4670586010118802,-0.3684481890267937,Espana,Priorato,1.1872879376852812,Priorat Red,0.6666666666666666,3.0,0
Carmelo Rodero,Pago De Valtarrena,0.4777535263910486,1.4670586010118802,-0.3741999645557096,Espana,Ribera del Duero,-0.1672306964165066,Ribera Del Duero Red,0.9999999999999999,3.0,0
Pago de Los Capellanes,Parcela El Picon Tinto,0.032149298333051884,1.4670586010118802,-0.3828276278490834,Espana,Ribera del Duero,0.8039489985406078,Ribera Del Duero Red,0.9999999999999999,3.0,0
Emilio Moro,Malleolus de Sanchomartin,0.032149298333051884,1.4670586010118802,-0.4144623932581206,Espana,Ribera del Duero,0.9059318315266595,Ribera Del Duero Red,0.9999999999999999,3.0,0
Dominio de Pingus,Pingus,0.032149298333051884,1.4670586010118802,-0.45472482196053166,Espana,Ribera del Duero,2.254486195443464,Ribera Del Duero Red,0.9999999999999999,3.0,0
Artadi,Vina El Pison,-0.8590591577829416,1.4670586010118802,-0.4633524852539055,Espana,Vino de Espana,2.254486195443464,Tempranillo,0.6666666666666666,3.0,0
