winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
Bodegas Vilano,Tinto,2019,1.8500346192438295,-0.5321775060980118,Espana,Ribera del Duero,-0.430375017145704,Ribera Del Duero Red,1.3972875305566685,0.0
Allende,Aurus,2005,1.8500346192438295,-0.5396554853273315,Espana,Rioja,1.4773634347882556,Rioja Red,-0.39845430408041677,0.0
Pago de Los Capellanes,Parcela El Picon Tinto,2011,1.8500346192438295,-0.5471334645566513,Espana,Ribera del Duero,1.4567392353078885,Ribera Del Duero Red,1.3972875305566685,0.0
Remirez de Ganuza,Trasnocho,2013,1.8500346192438295,-0.554611443785971,Espana,Rioja,0.3739687625886141,Rioja Red,-0.39845430408041677,0.0
Bodegas Roda,Cirsion Rioja,2017,1.8500346192438295,-0.558350433400631,Espana,Rioja,1.764039807565359,Rioja Red,-0.39845430408041677,0.0
Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,1.8500346192438295,-0.5733063918592703,Espana,Ribera del Duero,-0.11069992520001347,Ribera Del Duero Red,1.3972875305566685,0.0
Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,1.8500346192438295,-0.5770453814739303,Espana,Ribera del Duero,0.3739687625886141,Ribera Del Duero Red,1.3972875305566685,0.0
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,1.8500346192438295,-0.5770453814739303,Espana,Rioja,2.6941912041299165,Rioja Red,-0.39845430408041677,0.0
Vega Sicilia,Valbuena 5o,1980,1.8500346192438295,-0.5807843710885902,Espana,Ribera del Duero,2.6941912041299165,Ribera Del Duero Red,1.3972875305566685,0.0
Arzuaga,Reserva Especial Ribera del Duero,2016,1.8500346192438295,-0.58452336070325,Espana,Ribera del Duero,-0.20350882286166555,Ribera Del Duero Red,1.3972875305566685,0.0
Hacienda Monasterio,Reserva Especial,2015,1.8500346192438295,-0.5957403295472296,Espana,Ribera del Duero,0.30384648435536576,Ribera Del Duero Red,1.3972875305566685,0.0
Castillo Perelada,Finca Garbet,2014,1.8500346192438295,-0.614435277620529,Espana,Emporda,0.7142680540146717,Syrah,-0.39845430408041677,0.0
Osborne,Solera India Oloroso Rare Sherry,N.V.,1.8500346192438295,-0.6181742672351888,Espana,Jerez-Xeres-Sherry,2.5908639647332774,Sherry,-0.39845430408041677,0.0
Hacienda Monasterio,Reserva,2017,1.8500346192438295,-0.6555641633817875,Espana,Ribera del Duero,-0.2963177205233177,Ribera Del Duero Red,1.3972875305566685,0.0
Ysios,Finca Las Naves,2016,1.8500346192438295,-0.6593031529964474,Espana,Rioja,1.2843209276520193,Rioja Red,-0.39845430408041677,0.0
Marques de Grinon,AAA,2008,1.8500346192438295,-0.6593031529964474,Espana,Dominio de Valdepusa,2.0214298170803406,Red,-0.39845430408041677,0.0
Contino,Vina del Olivo,2001,1.8500346192438295,-0.670520121840427,Espana,Rioja,0.3430324633680634,Rioja Red,-0.39845430408041677,0.0
Marques de Murrieta,Dalmau Rioja,2001,1.8500346192438295,-0.6742591114550869,Espana,Rioja,1.1680004425827486,Rioja Red,-0.39845430408041677,0.0
Alto Moncayo,Aquilon Garnacha,2016,1.8500346192438295,-0.6779981010697467,Espana,Campo de Borja,1.165938022634712,Grenache,1.3972875305566685,0.0
Dominio del Aguila,Gran Reserva Penas Aladas,2014,1.8500346192438295,-0.6779981010697467,Espana,Ribera del Duero,3.1871095717106908,Ribera Del Duero Red,1.3972875305566685,0.0
Hacienda Solano,Pena Lobera,2016,1.8500346192438295,-0.6817370906844066,Espana,Ribera del Duero,0.03263826118853816,Ribera Del Duero Red,1.3972875305566685,0.0
Bodegas Mas Alta,La Creu Alta,2014,1.8500346192438295,-0.6966930491430461,Espana,Priorato,0.4461534607698991,Priorat Red,-0.39845430408041677,0.0
Castano,Casa Cisca Monastrell,2016,1.8500346192438295,-0.7116490076016855,Espana,Yecla,-0.6056807127288246,Monastrell,1.3972875305566685,0.0
La Legua,Capricho,2014,1.8500346192438295,-0.7191269868310053,Espana,Cigales,-0.765119330998381,Red,-0.39845430408041677,0.0
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,1.8500346192438295,-0.7191269868310053,Espana,Rioja,-0.23547633205623456,Rioja Red,-0.39845430408041677,0.0
Oxer Wines,Kalamity Rioja,2018,1.8500346192438295,-0.7228659764456651,Espana,Rioja,1.0432240357265277,Rioja Red,-0.39845430408041677,0.0
Bodegas Yuste,Conde de Aldama Amontillado,N.V.,1.8500346192438295,-0.7228659764456651,Espana,Jerez-Xeres-Sherry,0.526587838743331,Sherry,-0.39845430408041677,0.0
Vega Sicilia,Valbuena 5o,1979,1.8500346192438295,-0.7228659764456651,Espana,Ribera del Duero,2.6941912041299165,Ribera Del Duero Red,1.3972875305566685,0.0
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,1.8500346192438295,-0.726604966060325,Espana,Utiel-Requena,-0.7222074397928989,Red,-0.39845430408041677,0.0
Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,1.8500346192438295,-0.726604966060325,Espana,Rioja,0.3203458439396597,Rioja Red,-0.39845430408041677,0.0
Matarromera,Ribera del Duero Prestigio,2016,1.8500346192438295,-0.726604966060325,Espana,Ribera del Duero,-0.2148521325758674,Ribera Del Duero Red,1.3972875305566685,0.0
Casal de Arman,Finca Misenhora Edicion Limitada,2018,1.8500346192438295,-0.7303439556749849,Espana,Ribeiro,-0.7871736681560553,Unknown,-1.1167510379352508,0.0
Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,1.8500346192438295,-0.7378219349043046,Espana,Rioja,3.0035541963354233,Rioja Red,-0.39845430408041677,0.0
Hacienda Monasterio,Reserva Especial,2016,1.8500346192438295,-0.7415609245189645,Espana,Ribera del Duero,0.43852250696216316,Ribera Del Duero Red,1.3972875305566685,0.0
Vall Llach,Idus,2020,1.8500346192438295,-0.7415609245189645,Espana,Priorato,-0.6201176523650817,Priorat Red,-0.39845430408041677,0.0
Sierra Cantabria,Amancio,2017,1.8500346192438295,-0.7452999141336243,Espana,Rioja,0.4451222507958808,Rioja Red,-0.39845430408041677,0.0
Pago de Larrainzar,Rosado de Larrainzar,2020,1.8500346192438295,-0.7490389037482842,Espana,Navarra,-1.0800373007772686,Unknown,-0.03930593715299942,0.0
Sierra Cantabria,Finca el Bosque,2002,1.8500346192438295,-0.7527778933629441,Espana,Rioja,1.3123698389453187,Rioja Red,-0.39845430408041677,0.0
Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,1.8500346192438295,-0.7527778933629441,Espana,Bierzo,1.467051335048072,Mencia,-2.194196138717502,0.0
Ukan Winery,Tinto,2019,1.8500346192438295,-0.7527778933629441,Espana,Rioja Alavesa,-0.4922476155868054,Rioja Red,-0.39845430408041677,0.0
Finca Moncloa,Tintilla de Rota,2017,1.8500346192438295,-0.7565168829776039,Espana,Cadiz,-0.43862469693785083,Unknown,0.31984242977441796,0.0
Bodegas Mas Alta,La Creu Alta,2017,1.8500346192438295,-0.7602558725922638,Espana,Priorato,0.42552926128953195,Priorat Red,-0.39845430408041677,0.0
Vina Real,Rioja Gran Reserva,1986,1.8500346192438295,-0.7639948622069237,Espana,Rioja,1.209248841543483,Rioja Red,-0.39845430408041677,0.0
Dominio de Atauta,Valdegatiles Ribera del Duero,2012,1.8500346192438295,-0.7677338518215835,Espana,Ribera del Duero,0.86585592019537,Ribera Del Duero Red,1.3972875305566685,0.0
Micro Bio (MicroBio),Respublica Verdejo,2016,1.8500346192438295,-0.7714728414362434,Espana,Vino de Espana,0.23888025599220947,Verdejo,-2.194196138717502,0.0
Dominio del Aguila,Gran Reserva Penas Aladas,2015,1.8500346192438295,-0.7714728414362434,Espana,Ribera del Duero,2.4941364691703556,Ribera Del Duero Red,1.3972875305566685,0.0
Terroir Al Limit Soc. Lda,Les Tosses,2016,1.8500346192438295,-0.7714728414362434,Espana,Priorato,2.920026188439936,Priorat Red,-0.39845430408041677,0.0
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,1.8500346192438295,-0.7752118310509033,Espana,Ribera del Duero,-0.4932788255608237,Ribera Del Duero Red,1.3972875305566685,0.0
Huerta de Albala,Taberner No. 1,2013,1.8500346192438295,-0.7752118310509033,Espana,Cadiz,0.3203458439396597,Red,-0.39845430408041677,0.0
Gomez Cruzado,Vina Motulleri,2011,1.8500346192438295,-0.782689810280223,Espana,Rioja,0.3017840644073292,Rioja Red,-0.39845430408041677,0.0
Castell d'Encus,Saktih,2013,1.8500346192438295,-0.782689810280223,Espana,Costers del Segre,2.699759737989616,Red,-0.39845430408041677,0.0
Abadia Retuerta,Cuvee Palomar,2017,1.8500346192438295,-0.782689810280223,Espana,Sardon de Duero,-0.11276234514805021,Red,-0.39845430408041677,0.0
Dominio de Atauta,Valdegatiles Ribera del Duero,2013,1.8500346192438295,-0.7864287998948829,Espana,Ribera del Duero,0.9803202273114079,Ribera Del Duero Red,1.3972875305566685,0.0
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,1.8500346192438295,-0.7864287998948829,Espana,Utiel-Requena,-0.7098329201046786,Red,-0.39845430408041677,0.0
Enate,Uno Tinto,2010,1.8500346192438295,-0.7901677895095427,Espana,Somontano,1.3515558179580163,Red,-0.39845430408041677,0.0
Benjamin de Rothschild - Vega Sicilia,Macan,2017,1.8500346192438295,-0.7901677895095427,Espana,Rioja,0.11513505911000668,Rioja Red,-0.39845430408041677,0.0
Bodegas Aragonesas,Galiano Seleccion Especial,2013,1.8500346192438295,-0.7901677895095427,Espana,Campo de Borja,0.7338610435210207,Red,-0.39845430408041677,0.0
Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,1.8500346192438295,-0.7939067791242026,Espana,Ribera del Duero,-0.3695336286786209,Ribera Del Duero Red,1.3972875305566685,0.0
Acustic Celler,Etern Vinyes Molt Velles,2016,1.8500346192438295,-0.7976457687388625,Espana,Priorato,-0.4509992166260711,Priorat Red,-0.39845430408041677,0.0
Vina Pedrosa,40 Aniversario Gran Reserva,2012,1.8500346192438295,-0.8013847583535223,Espana,Ribera del Duero,0.6317712560932033,Ribera Del Duero Red,1.3972875305566685,0.0
Osborne,Solera BC-200,N.V.,1.8500346192438295,-0.8013847583535223,Espana,Jerez-Xeres-Sherry,2.741626862934761,Sherry,-0.39845430408041677,0.0
Pago de Carraovejas,Reserva,2014,1.016266599352511,3.39750057890951,Espana,Ribera del Duero,0.10751077912933454,Ribera Del Duero Red,1.3972875305566685,0.0
Dominio de Pingus,Flor de Pingus,2017,1.016266599352511,3.1955951397178772,Espana,Ribera del Duero,0.9411342482987103,Ribera Del Duero Red,1.3972875305566685,0.0
Remirez de Ganuza,Rioja Reserva,2012,1.016266599352511,3.176900191644578,Espana,Rioja,-0.30147377039340945,Rioja Red,-0.39845430408041677,0.0
Muga,Prado Enea Gran Reserva,2014,1.016266599352511,2.8964759705450875,Espana,Rioja,-0.27569352104295053,Rioja Red,-0.39845430408041677,0.0
Remirez de Ganuza,Rioja Reserva,2011,1.016266599352511,2.888997991315768,Espana,Rioja,-0.09213814566768308,Rioja Red,-0.39845430408041677,0.0
Belondrade,Belondrade y Lurton,2019,1.016266599352511,2.6983095209681145,Espana,Rueda,-0.5499953741318333,Verdejo,-2.194196138717502,0.0
Clos Mogador,Priorat,2015,1.016266599352511,2.6758755832801553,Espana,Priorato,1.7031984190982754,Priorat Red,-0.39845430408041677,0.0
Muga,Torre Muga,2016,1.016266599352511,2.2384137983649506,Espana,Rioja,0.12647836882420854,Rioja Red,-0.39845430408041677,0.0
Benjamin de Rothschild - Vega Sicilia,Macan,2016,1.016266599352511,2.144939057998454,Espana,Rioja,-0.007578927798177808,Rioja Red,-0.39845430408041677,0.0
Bodega Numanthia,Termanthia,2010,1.016266599352511,1.8308639303670249,Espana,Toro,2.137337818160004,Toro Red,1.3972875305566685,0.0
Emilio Moro,Malleolus de Valderramiro,2011,1.016266599352511,1.7934740342204263,Espana,Ribera del Duero,2.260051805068188,Ribera Del Duero Red,1.3972875305566685,0.0
Clos Mogador,Priorat,2017,1.016266599352511,1.5953075846434532,Espana,Priorato,0.013045271682189323,Priorat Red,-0.39845430408041677,0.0
Marques de Murrieta,Dalmau Rioja,2014,1.016266599352511,1.5055718338916164,Espana,Rioja,0.06666819033114375,Rioja Red,-0.39845430408041677,0.0
Hacienda Monasterio,Reserva,2015,1.016266599352511,1.456964968901038,Espana,Ribera del Duero,-0.2148521325758674,Ribera Del Duero Red,1.3972875305566685,0.0
Pago de Los Capellanes,Parcela El Nogal Tinto,2016,1.016266599352511,1.3298393220026026,Espana,Ribera del Duero,-0.44171832685990586,Ribera Del Duero Red,1.3972875305566685,0.0
La Rioja Alta,Gran Reserva 890,1995,1.016266599352511,1.2513205400947454,Espana,Rioja,1.296489205345436,Rioja Red,-0.39845430408041677,0.0
Bodegas El Nido,Clio,2019,1.016266599352511,1.1615847893429085,Espana,Jumilla,-0.35200305912030894,Red,-0.39845430408041677,0.0
Muga,Aro,2015,1.016266599352511,1.0830660074350513,Espana,Rioja,2.166211697432518,Rioja Red,-0.39845430408041677,0.0
Remirez de Ganuza,Gran Reserva,2007,1.016266599352511,1.0830660074350513,Espana,Rioja,1.1853033880467967,Rioja Red,-0.39845430408041677,0.0
Senorio de San Vicente,San Vicente Rioja,2017,1.016266599352511,0.9933302566832144,Espana,Rioja,-0.6098055526248981,Rioja Red,-0.39845430408041677,0.0
Carmelo Rodero,Ribera del Duero TSM,2017,1.016266599352511,0.9858522774538947,Espana,Ribera del Duero,-0.18597825330335346,Ribera Del Duero Red,1.3972875305566685,0.0
Vina Sastre,Pago de Santa Cruz,2016,1.016266599352511,0.9783742982245749,Espana,Ribera del Duero,0.23888025599220947,Ribera Del Duero Red,1.3972875305566685,0.0
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2011,1.016266599352511,0.9746353086099151,Espana,Ribera del Duero,-0.3231291798477949,Ribera Del Duero Red,1.3972875305566685,0.0
Remirez de Ganuza,Trasnocho,2012,1.016266599352511,0.9708963189952552,Espana,Rioja,1.124483381679174,Rioja Red,-0.39845430408041677,0.0
Costers del Siurana,Clos de L'Obac,2005,1.016266599352511,0.948462381307296,Espana,Priorato,0.5878752752386159,Priorat Red,-0.39845430408041677,0.0
Arzuaga,Reserva Ribera del Duero,2017,1.016266599352511,0.8886385474727381,Espana,Ribera del Duero,-0.6716781510659995,Ribera Del Duero Red,1.3972875305566685,0.0
La Rioja Alta,Gran Reserva 890,2010,1.016266599352511,0.8587266305554592,Espana,Rioja,1.755790127773212,Rioja Red,-0.39845430408041677,0.0
Francisco Barona,Ribera Del Duero,2018,1.016266599352511,0.8325537032528401,Espana,Ribera del Duero,-0.5881501431705125,Ribera Del Duero Red,1.3972875305566685,0.0
