winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
vega sicilia,unico,2008,4.7,2480,espana,ribera del duero,289.0,ribera del duero red,5.0,3.0
vega sicilia,unico,2003,4.7,2419,espana,ribera del duero,325.0,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,2016,4.7,2177,espana,ribera del duero,107.57,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,2005,4.7,1892,espana,ribera del duero,234.0,ribera del duero red,5.0,3.0
vega sicilia,unico,2002,4.7,1199,espana,ribera del duero,500.94,ribera del duero red,5.0,3.0
vega sicilia,unico,1991,4.7,1141,espana,ribera del duero,698.9,ribera del duero red,5.0,3.0
vega sicilia,unico,1994,4.7,940,espana,ribera del duero,872.47,ribera del duero red,5.0,3.0
vega sicilia,unico reserva especial edicion,2000,4.7,935,espana,ribera del duero,877.85,ribera del duero red,5.0,3.0
vega sicilia,unico,1990,4.7,690,espana,ribera del duero,827.94,ribera del duero red,5.0,3.0
pago de carraovejas,cuesta de las liebres,2014,4.7,685,espana,ribera del duero,113.18,ribera del duero red,5.0,3.0
vega sicilia,unico,1989,4.7,675,espana,ribera del duero,679.72,ribera del duero red,5.0,3.0
vega sicilia,unico,1987,4.7,593,espana,ribera del duero,787.59,ribera del duero red,5.0,3.0
vega sicilia,unico reserva especial edicion,2017,4.7,560,espana,ribera del duero,480.06,ribera del duero red,5.0,3.0
pago de carraovejas,el anejon,2015,4.7,543,espana,ribera del duero,75.1,ribera del duero red,5.0,3.0
bodegas el nido,el nido,2014,4.7,511,espana,jumilla,154.9,red,4.0,3.0
bodegas el nido,el nido,2013,4.7,476,espana,jumilla,145.0,red,4.0,3.0
vega sicilia,unico reserva especial edicion,1996,4.7,442,espana,ribera del duero,290.0,ribera del duero red,5.0,3.0
marques de murrieta,castillo ygay gran reserva especial blanco,1986,4.7,425,espana,rioja,795.0,rioja white,3.0,3.0
bodegas el nido,el nido,2016,4.7,393,espana,jumilla,371.78009750522,red,4.0,3.0
bodegas el nido,el nido,2008,4.7,347,espana,jumilla,134.19,red,4.0,3.0
vinedos de paganos,la nieta,2015,4.7,312,espana,rioja,82.58,rioja red,4.0,3.0
vega sicilia,unico,1981,4.7,308,espana,ribera del duero,873.86,ribera del duero red,5.0,3.0
vega sicilia,unico reserva especial edicion,2007,4.7,303,espana,ribera del duero,774.4,ribera del duero red,5.0,3.0
emilio moro,malleolus de valderramiro,2016,4.7,300,espana,ribera del duero,84.95,ribera del duero red,5.0,3.0
dominio de pingus,pingus,2001,4.7,295,espana,ribera del duero,940.0,ribera del duero red,5.0,3.0
vega sicilia,unico,1986,4.7,292,espana,ribera del duero,812.63,ribera del duero red,5.0,3.0
emilio moro,malleolus de sanchomartin,2016,4.7,291,espana,ribera del duero,116.54,ribera del duero red,5.0,3.0
bodegas el nido,el nido,2017,4.7,268,espana,jumilla,154.85,red,4.0,3.0
teso la monja,alabaster,2016,4.7,264,espana,toro,135.0,toro red,5.0,3.0
quinta de la quietud,la mula de la quietud,2015,4.7,256,espana,toro,63.75,toro red,5.0,3.0
vega sicilia,unico,1985,4.7,254,espana,ribera del duero,827.94,ribera del duero red,5.0,3.0
bodegas mauro,terreus paraje de cueva baja,2017,4.7,251,espana,castilla y leon,66.07,tempranillo,4.0,2.0
bodega contador (benjamin romeo),contador rioja,2012,4.7,243,espana,rioja,213.9,rioja red,4.0,3.0
remirez de ganuza,maria remirez de ganuza,2006,4.7,240,espana,rioja,234.9,rioja red,4.0,3.0
vinedos de paganos,la nieta,2018,4.7,220,espana,rioja,89.9,rioja red,4.0,3.0
vega sicilia,unico,1982,4.7,205,espana,ribera del duero,820.98,ribera del duero red,5.0,3.0
vega sicilia,unico,1974,4.7,173,espana,ribera del duero,932.3,ribera del duero red,5.0,3.0
bodegas san roman,cartago paraje de pozo,2015,4.7,137,espana,toro,78.9,toro red,5.0,3.0
vega sicilia,unico reserva especial edicion,2012,4.7,136,espana,ribera del duero,660.96,ribera del duero red,5.0,3.0
pago de los capellanes,parcela el picon tinto,2009,4.7,134,espana,ribera del duero,154.0,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,2017,4.7,133,espana,ribera del duero,134.89,ribera del duero red,5.0,3.0
bodega numanthia,termanthia,2005,4.7,131,espana,toro,207.11,toro red,5.0,3.0
vega sicilia,unico reserva especial edicion,2011,4.7,131,espana,ribera del duero,340.49,ribera del duero red,5.0,3.0
emilio moro,clon de la familia,2010,4.7,127,espana,ribera del duero,317.63,ribera del duero red,5.0,3.0
alto moncayo,aquilon garnacha,2011,4.7,123,espana,campo de borja,108.9,grenache,5.0,3.0
vega sicilia,unico,1983,4.7,118,espana,ribera del duero,700.0,ribera del duero red,5.0,3.0
toro albala,don px convento seleccion,1955,4.7,117,espana,montilla-moriles,185.0,pedro ximenez,5.0,1.0
vega sicilia,unico,1980,4.7,116,espana,ribera del duero,911.43,ribera del duero red,5.0,3.0
vega sicilia,unico,1972,4.7,110,espana,ribera del duero,698.95,ribera del duero red,5.0,3.0
alvaro palacios,quinon de valmira,2015,4.7,102,espana,rioja,527.26,rioja red,4.0,3.0
mas doix,1902 centenary carignan priorat,2015,4.7,94,espana,priorato,299.0,priorat red,4.0,3.0
finca moncloa,tintilla de rota,2016,4.7,92,espana,cadiz,43.13,ribera del duero red,4.0,3.0
bodegas roda,cirsion rioja,2000,4.7,87,espana,rioja,175.0,rioja red,4.0,3.0
bodegas el nido,el nido,2019,4.7,80,espana,jumilla,145.9,red,4.0,3.0
mas doix,1902 centenary carignan priorat,2013,4.7,74,espana,priorato,447.95,priorat red,4.0,3.0
vega sicilia,unico reserva especial edicion,2006,4.7,72,espana,ribera del duero,813.96,ribera del duero red,5.0,3.0
martinet,cami pesseroles,2006,4.7,65,espana,priorato,182.9,priorat red,4.0,3.0
recaredo,turo d'en mota,2007,4.7,64,espana,cava,99.0,cava,2.0,3.0
clos erasmus,priorat,2007,4.7,60,espana,priorato,654.31,priorat red,4.0,3.0
pago de los capellanes,parcela el picon tinto,2016,4.7,59,espana,ribera del duero,134.26,ribera del duero red,5.0,3.0
barbadillo,reliquia palo cortado sherry,n.v.,4.7,58,espana,jerez palo cortado,380.0,sherry,4.0,3.0
la rioja alta,gran reserva 890,1982,4.7,57,espana,rioja,292.09,rioja red,4.0,3.0
gonzalez-byass,anada palo cortado 1987,1987,4.7,53,espana,jerez palo cortado,400.85,sherry,4.0,3.0
clos erasmus,daphne glorian red,2007,4.7,51,espana,priorato,202.01,red,4.0,3.0
toro albala,don px pedro ximenez,1955,4.7,50,espana,montilla-moriles,250.0,pedro ximenez,5.0,1.0
vinedos de paganos,la nieta,2019,4.7,49,espana,rioja,88.9,rioja red,4.0,3.0
bodegas amaren,el regollar,2016,4.7,49,espana,rioja,77.9,rioja red,4.0,3.0
toro albala,don px convento seleccion,1958,4.7,47,espana,montilla-moriles,191.61,pedro ximenez,5.0,1.0
teso la monja,alabaster,2018,4.7,45,espana,toro,123.89,toro red,5.0,3.0
alvear,abuelo diego palo cortado,n.v.,4.7,42,espana,montilla-moriles,114.28,pedro ximenez,5.0,1.0
equipo navazos,la bota 78 de oloroso,n.v.,4.7,41,espana,manzanilla,95.57,sherry,4.0,3.0
morca,touran,2018,4.7,41,espana,campo de borja,93.95,grenache,5.0,3.0
territorio luthier,luthier gran reserva,2012,4.7,40,espana,ribera del duero,248.0,ribera del duero red,5.0,3.0
artadi,vina el pison,1995,4.7,39,espana,vino de espana,397.0,tempranillo,4.0,2.0
rafael palacios,sorte o soro val do bibei,2019,4.7,37,espana,valdeorras,194.86,ribera del duero red,4.0,3.0
recaredo,reserva particular de recaredo brut nature,2011,4.7,35,espana,cava,65.05,cava,2.0,3.0
bodegas mauro,terreus paraje de cueva baja,2019,4.7,33,espana,castilla y leon,86.9,tempranillo,4.0,2.0
vina sastre,pesus ribera del duero,2004,4.7,32,espana,ribera del duero,472.5,ribera del duero red,5.0,3.0
terra remota,usted,2010,4.7,31,espana,emporda,379.0,red,4.0,3.0
dehesa de los canonigos,gran reserva,2001,4.7,31,espana,ribera del duero,185.15,ribera del duero red,5.0,3.0
vina sastre,regina vides ribera del duero,1998,4.7,30,espana,ribera del duero,94.2,ribera del duero red,5.0,3.0
miguel merino,la loma,2018,4.7,29,espana,rioja alta,46.0,rioja red,4.0,3.0
alvaro palacios,l'ermita velles vinyes priorat,2016,4.7,28,espana,priorato,919.6,priorat red,4.0,3.0
gutierrez de la vega,recondita armonia monastrell dulce,1987,4.7,27,espana,alicante,81.9,ribera del duero red,4.0,3.0
marques de murrieta,castillo ygay gran reserva especial tinto,1942,4.7,27,espana,rioja,680.0,rioja red,4.0,3.0
vega sicilia,valbuena 5o,2009,4.6,4685,espana,ribera del duero,225.2,ribera del duero red,5.0,3.0
alion,ribera del duero,2016,4.6,4516,espana,ribera del duero,79.8,ribera del duero red,5.0,3.0
aalto,ps (pagos seleccionados) ribera del duero,2017,4.6,3383,espana,ribera del duero,116.187943627787,ribera del duero red,5.0,3.0
aalto,ps (pagos seleccionados) ribera del duero,2018,4.6,3239,espana,ribera del duero,89.3,ribera del duero red,5.0,3.0
marques de murrieta,castillo ygay gran reserva especial tinto,2010,4.6,2416,espana,rioja,438.9,rioja red,4.0,3.0
alion,ribera del duero,2017,4.6,2208,espana,ribera del duero,79.9,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,2004,4.6,1608,espana,ribera del duero,249.0,ribera del duero red,5.0,3.0
dominio de pingus,flor de pingus,2018,4.6,1363,espana,ribera del duero,129.95,ribera del duero red,5.0,3.0
aalto,ps (pagos seleccionados) ribera del duero,2019,4.6,1108,espana,ribera del duero,76.95,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,2000,4.6,1015,espana,ribera del duero,252.0,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,2002,4.6,936,espana,ribera del duero,232.0,ribera del duero red,5.0,3.0
bodega numanthia,termanthia,2012,4.6,840,espana,toro,214.0,toro red,5.0,3.0
bodega numanthia,termanthia,2011,4.6,790,espana,toro,205.0,toro red,5.0,3.0
carmelo rodero,pago de valtarrena,2015,4.6,700,espana,ribera del duero,49.95,ribera del duero red,5.0,3.0
emilio moro,malleolus de sanchomartin,2011,4.6,693,espana,ribera del duero,125.0,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,1999,4.6,595,espana,ribera del duero,276.8,ribera del duero red,5.0,3.0
emilio moro,malleolus de valderramiro,2015,4.6,516,espana,ribera del duero,75.0,ribera del duero red,5.0,3.0
pago de carraovejas,cuesta de las liebres,2010,4.6,405,espana,ribera del duero,81.5,ribera del duero red,5.0,3.0
dominio de pingus,pingus,2012,4.6,400,espana,ribera del duero,890.0,ribera del duero red,5.0,3.0
dominio del bendito,el titan del bendito,2015,4.6,388,espana,toro,43.5,toro red,5.0,3.0
emilio moro,malleolus de sanchomartin,2015,4.6,369,espana,ribera del duero,99.0,ribera del duero red,5.0,3.0
bodegas mauro,terreus paraje de cueva baja,2015,4.6,313,espana,castilla y leon,94.95,tempranillo,4.0,2.0
bodegas mauro,terreus paraje de cueva baja,2016,4.6,304,espana,castilla y leon,89.0,tempranillo,4.0,2.0
vinedos de paganos,la nieta,2017,4.6,286,espana,rioja,108.21,rioja red,4.0,3.0
artadi,vina el pison,2006,4.6,274,espana,vino de espana,391.5,tempranillo,4.0,2.0
bodegas roda,cirsion rioja,2007,4.6,242,espana,rioja,145.0,rioja red,4.0,3.0
bodegas roda,cirsion rioja,2012,4.6,231,espana,rioja,173.38,rioja red,4.0,3.0
bodega contador (benjamin romeo),contador rioja,2011,4.6,225,espana,rioja,220.0,rioja red,4.0,3.0
marques de murrieta,dalmau rioja,2017,4.6,222,espana,rioja,85.7,rioja red,4.0,3.0
sierra cantabria,finca el bosque,2015,4.6,214,espana,rioja,79.9,rioja red,4.0,3.0
vina sastre,pago de santa cruz,2018,4.6,211,espana,ribera del duero,68.7,ribera del duero red,5.0,3.0
mas d'en gil,clos fonta priorat,2004,4.6,202,espana,priorato,150.0,priorat red,4.0,3.0
carmelo rodero,pago de valtarrena,2016,4.6,200,espana,ribera del duero,48.95,ribera del duero red,5.0,3.0
pago de los capellanes,parcela el picon tinto,2014,4.6,197,espana,ribera del duero,109.41,ribera del duero red,5.0,3.0
emilio moro,malleolus de sanchomartin,2014,4.6,186,espana,ribera del duero,119.0,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,1992,4.6,176,espana,ribera del duero,195.0,ribera del duero red,5.0,3.0
artadi,vina el pison,2010,4.6,169,espana,vino de espana,519.55,tempranillo,4.0,2.0
pago de los capellanes,parcela el picon tinto,2012,4.6,165,espana,ribera del duero,89.0,ribera del duero red,5.0,3.0
artadi,vina el pison,2011,4.6,165,espana,vino de espana,511.9,tempranillo,4.0,2.0
casa castillo,cuvee n vinas viejas,2015,4.6,160,espana,jumilla,73.0,red,4.0,3.0
artadi,vina el pison,2012,4.6,159,espana,vino de espana,280.0,tempranillo,4.0,2.0
vega sicilia,unico,1973,4.6,157,espana,ribera del duero,932.3,ribera del duero red,5.0,3.0
bodega contador (benjamin romeo),contador rioja,2014,4.6,157,espana,rioja,251.99,rioja red,4.0,3.0
bodegas san roman,cartago paraje de pozo,2014,4.6,153,espana,toro,61.69,toro red,5.0,3.0
bodega numanthia,termanthia,2014,4.6,147,espana,toro,210.5,toro red,5.0,3.0
vega sicilia,valbuena 5o,1985,4.6,146,espana,ribera del duero,285.0,ribera del duero red,5.0,3.0
matarromera,ribera del duero prestigio pago de las solanas,2001,4.6,145,espana,ribera del duero,245.75,ribera del duero red,5.0,3.0
vega sicilia,valbuena 5o,1989,4.6,143,espana,ribera del duero,228.57,ribera del duero red,5.0,3.0
bodega contador (benjamin romeo),contador rioja,2015,4.6,143,espana,rioja,319.9,rioja red,4.0,3.0
artadi,vina el pison,2005,4.6,142,espana,vino de espana,325.0,tempranillo,4.0,2.0
nin-ortiz,nit de nin mas d'en cacador,2011,4.6,139,espana,priorato,345.0,priorat red,4.0,3.0
bodegas mauro,vs,2018,4.6,136,espana,castilla y leon,58.9,tempranillo,4.0,2.0
remirez de ganuza,maria remirez de ganuza,2005,4.6,136,espana,rioja,159.0,rioja red,4.0,3.0
vinas del vero,blecua somontano,2013,4.6,135,espana,somontano,69.9,red,4.0,3.0
vega sicilia,unico reserva especial edicion,1989,4.6,133,espana,ribera del duero,895.4,ribera del duero red,5.0,3.0
teso la monja,alabaster,2017,4.6,131,espana,toro,147.85,toro red,5.0,3.0
bodegas mauro,terreus paraje de cueva baja,2018,4.6,128,espana,castilla y leon,88.05,tempranillo,4.0,2.0
marques de riscal,frank gehry selection,2001,4.6,124,espana,rioja,301.0,tempranillo,4.0,2.0
artadi,vina el pison,2014,4.6,124,espana,vino de espana,275.0,tempranillo,4.0,2.0
arzuaga,amaya arzuaga (coleccion),2016,4.6,123,espana,ribera del duero,64.9,ribera del duero red,5.0,3.0
artadi,vina el pison,2015,4.6,122,espana,vino de espana,241.55,tempranillo,4.0,2.0
bodegas mas alta,la creu alta,2013,4.6,116,espana,priorato,89.17,priorat red,4.0,3.0
vega sicilia,unico,1975,4.6,115,espana,ribera del duero,769.9,ribera del duero red,5.0,3.0
dominio de calogia,tinto,2019,4.6,114,espana,ribera del duero,67.94,ribera del duero red,5.0,3.0
tomas postigo,5o ano ribera del duero tinto,2016,4.6,113,espana,ribera del duero,44.0,ribera del duero red,5.0,3.0
artadi,vina el pison,2009,4.6,113,espana,vino de espana,445.0,tempranillo,4.0,2.0
cal pla,planots priorat,2010,4.6,112,espana,priorato,87.02,priorat red,4.0,3.0
vega sicilia,unico reserva especial edicion,2009,4.6,111,espana,ribera del duero,747.17,ribera del duero red,5.0,3.0
dominio del bendito,el titan del bendito,2018,4.6,111,espana,toro,49.95,toro red,5.0,3.0
ossian,capitel,2018,4.6,107,espana,castilla y leon,50.51,verdejo,3.0,3.0
arzuaga,gran arzuaga ribera del duero,2004,4.6,105,espana,ribera del duero,157.4,ribera del duero red,5.0,3.0
alto moncayo,aquilon garnacha,2015,4.6,105,espana,campo de borja,120.9,grenache,5.0,3.0
cepa 21,horcajo,2015,4.6,100,espana,ribera del duero,75.3,ribera del duero red,5.0,3.0
carmelo rodero,pago de valtarrena,2018,4.6,99,espana,ribera del duero,47.5,ribera del duero red,5.0,3.0
vega sicilia,unico,2012,4.6,98,espana,ribera del duero,359.9,ribera del duero red,5.0,3.0
bodegas vilano,tinto,2019,4.6,97,espana,ribera del duero,43.5,ribera del duero red,5.0,3.0
allende,aurus,2005,4.6,95,espana,rioja,136.0,rioja red,4.0,3.0
costers del siurana,dolc de l'obac,2006,4.6,94,espana,priorato,117.239420060872,ribera del duero red,4.0,3.0
pago de los capellanes,parcela el picon tinto,2011,4.6,93,espana,ribera del duero,135.0,ribera del duero red,5.0,3.0
remirez de ganuza,trasnocho,2013,4.6,91,espana,rioja,82.5,rioja red,4.0,3.0
bodegas roda,cirsion rioja,2017,4.6,90,espana,rioja,149.9,rioja red,4.0,3.0
pago de los capellanes,doroteo edicion especial 25 aniversario,2015,4.6,86,espana,ribera del duero,59.0,ribera del duero red,5.0,3.0
bodegas valduero,tierra alta de 2 racimos gran reserva,2011,4.6,85,espana,ribera del duero,82.5,ribera del duero red,5.0,3.0
marques de murrieta,castillo ygay gran reserva especial tinto,2011,4.6,85,espana,rioja,195.0,rioja red,4.0,3.0
vega sicilia,valbuena 5o,1980,4.6,84,espana,ribera del duero,195.0,ribera del duero red,5.0,3.0
arzuaga,reserva especial ribera del duero,2016,4.6,83,espana,ribera del duero,54.5,ribera del duero red,5.0,3.0
hacienda monasterio,reserva especial,2015,4.6,80,espana,ribera del duero,79.1,ribera del duero red,5.0,3.0
mas d'en gil,gran buig priorat,2004,4.6,79,espana,priorato,272.0,priorat red,4.0,3.0
castillo perelada,finca garbet,2014,4.6,75,espana,emporda,99.0,syrah,4.0,3.0
osborne,solera india oloroso rare sherry,n.v.,4.6,74,espana,jerez-xeres-sherry,189.99,sherry,4.0,3.0
emilio moro,clon de la familia,2011,4.6,72,espana,ribera del duero,317.63,ribera del duero red,5.0,3.0
sierra cantabria,amancio,2007,4.6,70,espana,rioja,399.6,rioja red,4.0,3.0
toro albala,gines liebana pedro ximenez,1910,4.6,70,espana,montilla-moriles,701.05,pedro ximenez,5.0,1.0
recaredo,reserva particular de recaredo brut nature,2008,4.6,69,espana,cava,74.9,cava,2.0,3.0
clos erasmus,priorat,2008,4.6,66,espana,priorato,654.31,priorat red,4.0,3.0
vega sicilia,valbuena 5o,1983,4.6,66,espana,ribera del duero,247.75,ribera del duero red,5.0,3.0
toro albala,don px seleccion,1965,4.6,65,espana,montilla-moriles,144.99,pedro ximenez,5.0,1.0
alvaro palacios,l'ermita velles vinyes priorat,2001,4.6,65,espana,priorato,945.0,priorat red,4.0,3.0
hacienda monasterio,reserva,2017,4.6,64,espana,ribera del duero,50.0,ribera del duero red,5.0,3.0
ysios,finca las naves,2016,4.6,63,espana,rioja,126.64,rioja red,4.0,3.0
marques de grinon,aaa,2008,4.6,63,espana,dominio de valdepusa,162.38,red,4.0,3.0
contino,vina del olivo,2001,4.6,60,espana,rioja,81.0,rioja red,4.0,3.0
marques de murrieta,dalmau rioja,2001,4.6,59,espana,rioja,121.0,rioja red,4.0,3.0
alvaro palacios,les aubaguetes priorat,2016,4.6,59,espana,priorato,355.95,priorat red,4.0,3.0
gramona,cava enoteca finca la plana brut nature,2001,4.6,58,espana,cava,164.66,cava,2.0,3.0
alto moncayo,aquilon garnacha,2016,4.6,58,espana,campo de borja,120.9,grenache,5.0,3.0
dominio del aguila,gran reserva penas aladas,2014,4.6,58,espana,ribera del duero,218.9,ribera del duero red,5.0,3.0
hacienda solano,pena lobera,2016,4.6,57,espana,ribera del duero,65.95,ribera del duero red,5.0,3.0
bodegas mas alta,la creu alta,2014,4.6,53,espana,priorato,86.0,priorat red,4.0,3.0
francisco garcia perez,adega do moucho treixadura,2017,4.6,53,espana,ribeiro,34.5,ribera del duero red,4.0,3.0
anima negra,son negre,2007,4.6,51,espana,mallorca,282.65,red,4.0,3.0
mas doix,1902 centenary carignan priorat,2017,4.6,51,espana,priorato,259.9,priorat red,4.0,3.0
castano,casa cisca monastrell,2016,4.6,49,espana,yecla,35.0,monastrell,5.0,3.0
descendientes de j. palacios,moncerbal bierzo (corullon),2016,4.6,48,espana,bierzo,269.95,mencia,3.0,3.0
la legua,capricho,2014,4.6,47,espana,cigales,27.2693427,red,4.0,3.0
castillo de cuzcurrita,cerrado del castillo rioja,2016,4.6,47,espana,rioja,52.95,rioja red,4.0,3.0
oxer wines,kalamity rioja,2018,4.6,46,espana,rioja,114.95,rioja red,4.0,3.0
bodegas yuste,conde de aldama amontillado,n.v.,4.6,46,espana,jerez-xeres-sherry,89.9,sherry,4.0,3.0
vega sicilia,valbuena 5o,1979,4.6,46,espana,ribera del duero,195.0,ribera del duero red,5.0,3.0
bodegas 6o elemento - vino sexto elemento,respeto,2015,4.6,45,espana,utiel-requena,29.35,red,4.0,3.0
proyecto garnachas de espana,el garnacho viejo de la familia acha,2014,4.6,45,espana,rioja,79.9,rioja red,4.0,3.0
matarromera,ribera del duero prestigio,2016,4.6,45,espana,ribera del duero,53.95,ribera del duero red,5.0,3.0
casal de arman,finca misenhora edicion limitada,2018,4.6,44,espana,ribeiro,26.2,ribera del duero red,4.0,3.0
mas doix,1902 centenary carignan priorat,2016,4.6,43,espana,priorato,270.44,priorat red,4.0,3.0
artadi,la poza de ballesteros,2009,4.6,42,espana,vino de espana,187.5,tempranillo,4.0,2.0
marques de murrieta,reserva rioja (finca ygay),1954,4.6,42,espana,rioja,210.0,rioja red,4.0,3.0
hacienda monasterio,reserva especial,2016,4.6,41,espana,ribera del duero,85.63,ribera del duero red,5.0,3.0
artadi,vina el pison,2017,4.6,41,espana,vino de espana,304.54,tempranillo,4.0,2.0
vall llach,idus,2020,4.6,41,espana,priorato,34.3,priorat red,4.0,3.0
sierra cantabria,amancio,2017,4.6,40,espana,rioja,85.95,rioja red,4.0,3.0
pago de larrainzar,rosado de larrainzar,2020,4.6,39,espana,navarra,12.0,ribera del duero red,4.0,3.0
emilio moro,clon de la familia,2015,4.6,39,espana,ribera del duero,249.9,ribera del duero red,5.0,3.0
sierra cantabria,finca el bosque,2002,4.6,38,espana,rioja,128.0,rioja red,4.0,3.0
descendientes de j. palacios,valdafoz bierzo (corullon),2011,4.6,38,espana,bierzo,135.5,mencia,3.0,3.0
ukan winery,tinto,2019,4.6,38,espana,rioja alavesa,40.5,rioja red,4.0,3.0
finca moncloa,tintilla de rota,2017,4.6,37,espana,cadiz,43.1,ribera del duero red,4.0,3.0
bodegas mas alta,la creu alta,2017,4.6,36,espana,priorato,85.0,priorat red,4.0,3.0
vina real,rioja gran reserva,1986,4.6,35,espana,rioja,123.0,rioja red,4.0,3.0
dominio de atauta,valdegatiles ribera del duero,2012,4.6,34,espana,ribera del duero,106.35,ribera del duero red,5.0,3.0
toro albala,don px seleccion,1962,4.6,34,espana,montilla-moriles,207.0,pedro ximenez,5.0,1.0
micro bio (microbio),respublica verdejo,2016,4.6,33,espana,vino de espana,75.95,verdejo,3.0,3.0
dominio del aguila,gran reserva penas aladas,2015,4.6,33,espana,ribera del duero,185.3,ribera del duero red,5.0,3.0
terroir al limit soc. lda,les tosses,2016,4.6,33,espana,priorato,205.95,priorat red,4.0,3.0
finca torremilanos,torremilanos coleccion ribera del duero,2016,4.6,32,espana,ribera del duero,40.45,ribera del duero red,5.0,3.0
artadi,el carretil,2017,4.6,32,espana,vino de espana,176.89,tempranillo,4.0,2.0
