winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity
309,5,2016,4.6,28,0,53,299.0,9,4.0,3.0
171,404,2010,4.6,28,0,8,3119.08,10,4.0,3.0
72,322,2013,4.6,28,0,12,99.95,10,4.0,3.0
416,498,2016,4.6,28,0,39,41.69,21,4.158426788816932,2.9466119096509242
29,728,2004,4.6,27,0,40,374.35,10,4.0,3.0
426,23,2017,4.6,27,0,57,46.45,11,5.0,3.0
24,388,2011,4.6,27,0,53,2750.0,9,4.0,3.0
6,271,2016,4.6,26,0,53,42.5,9,4.0,3.0
453,18,2012,4.6,25,0,57,95.0,11,5.0,3.0
347,724,N.V.,4.6,25,0,34,197.3,15,4.0,3.0
388,195,2004,4.6,25,0,16,130.0,16,2.0,3.0
428,233,1968,4.6,25,0,44,181.5,8,5.0,1.0
353,759,2016,4.5,7529,0,57,29.8,11,5.0,3.0
13,646,2013,4.5,7435,0,57,73.0,11,5.0,3.0
13,646,2014,4.5,7237,0,57,56.27,11,5.0,3.0
371,763,2014,4.5,5863,0,69,69.0,19,5.0,3.0
353,759,2018,4.5,5372,0,57,45.0,11,5.0,3.0
13,646,2015,4.5,5365,0,57,75.0,11,5.0,3.0
371,763,2015,4.5,4979,0,69,69.8,19,5.0,3.0
353,759,2017,4.5,4935,0,57,121.936825872994,11,5.0,3.0
2,544,2016,4.5,4411,0,57,78.65,11,5.0,3.0
297,133,2005,4.5,3521,0,59,400.0,12,4.0,3.0
268,343,2005,4.5,3443,0,59,125.0,12,4.0,3.0
297,133,2009,4.5,3148,0,59,229.0,12,4.0,3.0
371,763,2016,4.5,3118,0,69,40.41,19,5.0,3.0
183,311,2016,4.5,2887,0,57,101.94,11,5.0,3.0
2,544,2015,4.5,2858,0,57,172.5,11,5.0,3.0
80,167,2015,4.5,2712,0,35,33.2,10,4.0,3.0
183,311,2014,4.5,2710,0,57,125.0,11,5.0,3.0
183,311,2010,4.5,2551,0,57,125.0,11,5.0,3.0
183,311,2015,4.5,2530,0,57,125.0,11,5.0,3.0
80,167,2016,4.5,2228,0,35,31.75,10,4.0,3.0
80,167,2017,4.5,2220,0,35,39.5,10,4.0,3.0
2,544,2011,4.5,2207,0,57,64.0,11,5.0,3.0
353,759,2019,4.5,2144,0,57,33.8,11,5.0,3.0
52,453,2014,4.5,1910,0,59,58.95,12,4.0,3.0
2,759,2018,4.5,1864,0,57,33.25,11,5.0,3.0
80,167,2018,4.5,1520,0,35,61.8491765262698,10,4.0,3.0
19,325,2017,4.5,1503,0,12,44.27,4,5.0,3.0
355,566,2015,4.5,1393,0,57,45.9,11,5.0,3.0
447,786,2003,4.5,1346,0,57,239.2,11,5.0,3.0
52,453,2015,4.5,1345,0,59,68.9,12,4.0,3.0
13,646,2003,4.5,1236,0,57,164.0,11,5.0,3.0
51,96,2018,4.5,1192,0,62,32.85,20,3.0,3.0
355,566,2014,4.5,1163,0,57,40.95,11,5.0,3.0
353,619,2014,4.5,1148,0,57,69.5803235920536,11,5.0,3.0
183,311,2017,4.5,1094,0,57,110.0,11,5.0,3.0
390,669,2012,4.5,1089,0,59,49.75,12,4.0,3.0
330,595,2014,4.5,1014,0,59,51.0,12,4.0,3.0
390,669,2011,4.5,1012,0,59,59.9,12,4.0,3.0
268,343,2004,4.5,990,0,59,290.7,12,4.0,3.0
51,96,2019,4.5,961,0,62,37.7,20,3.0,3.0
151,600,2015,4.5,955,0,53,146.95,9,4.0,3.0
100,571,N.V.,4.5,854,0,33,68.9,8,5.0,1.0
330,767,2016,4.5,838,0,59,70.5,12,4.0,3.0
52,453,2016,4.5,813,0,59,64.0,12,4.0,3.0
62,748,2010,4.5,729,0,69,168.0,19,5.0,3.0
196,463,2011,4.5,719,0,57,173.95,11,5.0,3.0
151,600,2017,4.5,666,0,53,65.0,9,4.0,3.0
297,214,2014,4.5,642,0,59,67.6,12,4.0,3.0
241,619,2015,4.5,629,0,57,53.95,11,5.0,3.0
355,566,2016,4.5,595,0,57,42.95,11,5.0,3.0
268,343,1995,4.5,574,0,59,127.23,12,4.0,3.0
80,167,2019,4.5,550,0,35,47.3,10,4.0,3.0
330,80,2015,4.5,529,0,59,169.4,12,4.0,3.0
390,342,2007,4.5,529,0,59,121.838963251908,12,4.0,3.0
407,688,2017,4.5,505,0,59,34.8,12,4.0,3.0
127,652,2017,4.5,503,0,57,55.35,11,5.0,3.0
456,553,2016,4.5,501,0,57,75.95,11,5.0,3.0
103,645,2011,4.5,500,0,57,48.7,11,5.0,3.0
390,772,2012,4.5,499,0,59,118.89,12,4.0,3.0
161,176,2005,4.5,493,0,53,92.8716274104906,9,4.0,3.0
447,786,1996,4.5,488,0,57,290.4,11,5.0,3.0
34,628,2017,4.5,477,0,57,31.8,11,5.0,3.0
268,343,2010,4.5,469,0,59,149.5,12,4.0,3.0
224,641,2018,4.5,462,0,57,35.85,11,5.0,3.0
456,553,2015,4.5,420,0,57,82.95,11,5.0,3.0
103,645,2012,4.5,406,0,57,59.0,11,5.0,3.0
264,105,2018,4.5,384,0,35,37.7,6,5.0,3.0
276,207,2015,4.5,365,0,59,42.75,12,4.0,3.0
97,165,2016,4.5,353,0,59,175.57,12,4.0,3.0
151,600,2018,4.5,336,0,53,61.64,9,4.0,3.0
264,105,2017,4.5,322,0,35,30.7,6,5.0,3.0
91,785,2017,4.5,318,0,15,56.5,18,4.0,2.0
62,748,2013,4.5,316,0,69,207.11,19,5.0,3.0
390,772,2011,4.5,301,0,59,110.5,12,4.0,3.0
241,619,2016,4.5,297,0,57,55.95,11,5.0,3.0
381,823,1995,4.5,292,0,59,170.0,12,4.0,3.0
4,580,2015,4.5,286,0,63,107.9,10,4.0,3.0
426,23,2011,4.5,264,0,57,69.9,11,5.0,3.0
186,258,2017,4.5,261,0,69,49.5,19,5.0,3.0
4,580,2014,4.5,249,0,63,176.98,10,4.0,3.0
409,58,2012,4.5,246,0,59,90.0,12,4.0,3.0
305,174,2014,4.5,230,0,53,65.0,9,4.0,3.0
390,772,2006,4.5,229,0,59,95.0,12,4.0,3.0
7,759,2009,4.5,229,0,57,39.0,11,5.0,3.0
13,646,1995,4.5,226,0,57,193.0,11,5.0,3.0
330,80,2016,4.5,222,0,59,174.91,12,4.0,3.0
447,786,1987,4.5,221,0,57,312.0,11,5.0,3.0
323,759,2018,4.5,218,0,57,52.9,11,5.0,3.0
456,553,2017,4.5,217,0,57,40.9,11,5.0,3.0
203,759,2013,4.5,214,0,45,157.95,7,4.0,3.0
423,490,2015,4.5,213,0,57,77.5,11,5.0,3.0
456,615,2011,4.5,213,0,57,116.0,11,5.0,3.0
