winery,wine,year,rating,num_reviews,country,region,price,type,body,acidity,year_zscore,rating_zscore,num_reviews_zscore,price_zscore,body_zscore,acidity_zscore
Pago de Carraovejas,Cuesta de Las Liebres,2014.0,4.5,685,Espana,Ribera del Duero,113.18,Ribera Del Duero Red,5.0,3.0,0.07264599375754424,3.771074993108832,0.3235213376248588,0.35307855081684053,1.4427641342321382,0.21511633698923277
Vega Sicilia,Unico Reserva Especial Edicion,2017.0,4.5,560,Espana,Ribera del Duero,480.06,Ribera Del Duero Red,5.0,3.0,0.5049246306146222,3.771074993108832,0.15061952126640504,2.793305814208572,1.4427641342321382,0.21511633698923277
Pago de Carraovejas,El Anejon,2015.0,4.5,543,Espana,Ribera del Duero,75.1,Ribera Del Duero Red,5.0,3.0,0.21673887270990355,3.771074993108832,0.12710487424165534,0.09979722125415753,1.4427641342321382,0.21511633698923277
Bodegas El Nido,El Nido,2014.0,4.5,511,Espana,Jumilla,154.9,Red,4.0,3.0,0.07264599375754424,3.771074993108832,0.08284200925389118,0.6305705957053681,-0.2716014314254562,0.21511633698923277
Bodegas El Nido,El Nido,2013.0,4.5,476,Espana,Jumilla,145.0,Red,4.0,3.0,-0.07144688519481508,3.771074993108832,0.03442950067352414,0.5647227710554059,-0.2716014314254562,0.21511633698923277
Vega Sicilia,Unico Reserva Especial Edicion,1996.0,4.5,442,Espana,Ribera del Duero,290.0,Ribera Del Duero Red,5.0,3.0,-2.5210258273849235,3.771074993108832,-0.012599793375975273,1.5291606068376806,1.4427641342321382,0.21511633698923277
Bodegas El Nido,El Nido,2016.0,4.5,393,Espana,Jumilla,371.78009750522,Red,4.0,3.0,0.3608317516622629,3.771074993108832,-0.08037730538848914,2.073104194754907,-0.2716014314254562,0.21511633698923277
Bodegas El Nido,El Nido,2008.0,4.5,347,Espana,Jumilla,134.19,Red,4.0,3.0,-0.7919112799566117,3.771074993108832,-0.1440051738084001,0.4928222675739825,-0.2716014314254562,0.21511633698923277
Vinedos de Paganos,La Nieta,2015.0,4.5,312,Espana,Rioja,82.58,Rioja Red,4.0,3.0,0.21673887270990355,3.771074993108832,-0.19241768238876716,0.14954891098968456,-0.2716014314254562,0.21511633698923277
Vega Sicilia,Unico Reserva Especial Edicion,2007.0,4.5,303,Espana,Ribera del Duero,118.96699999999998,Ribera Del Duero Red,5.0,3.0,-0.936004158908971,3.771074993108832,-0.2048666131665758,4.751048107892397,1.4427641342321382,0.21511633698923277
Emilio Moro,Malleolus de Valderramiro,2016.0,4.5,300,Espana,Ribera del Duero,84.95,Ribera Del Duero Red,5.0,3.0,0.3608317516622629,3.771074993108832,-0.2090162567591787,0.16531248113316038,1.4427641342321382,0.21511633698923277
Dominio de Pingus,Pingus,2001.0,4.5,295,Espana,Ribera del Duero,118.96699999999998,Ribera Del Duero Red,5.0,3.0,-1.800561432623127,3.771074993108832,-0.21593232941351687,5.852502629309947,1.4427641342321382,0.21511633698923277
Emilio Moro,Malleolus de Sanchomartin,2016.0,4.5,291,Espana,Ribera del Duero,116.54,Ribera Del Duero Red,5.0,3.0,0.3608317516622629,3.771074993108832,-0.22146518753698738,0.37542690342531254,1.4427641342321382,0.21511633698923277
Dominio de Pingus,Pingus,2004.0,4.5,285,Espana,Ribera del Duero,118.96699999999998,Ribera Del Duero Red,5.0,3.0,-1.368282795766049,3.771074993108832,-0.22976447472219316,9.577228064055284,1.4427641342321382,0.21511633698923277
Dominio de Pingus,Pingus,2006.0,4.5,280,Espana,Ribera del Duero,118.96699999999998,Ribera Del Duero Red,5.0,3.0,-1.0800970378613304,3.771074993108832,-0.2366805473765313,7.515326484106972,1.4427641342321382,0.21511633698923277
Bodegas El Nido,El Nido,2017.0,4.5,268,Espana,Jumilla,154.85,Red,4.0,3.0,0.5049246306146222,3.771074993108832,-0.25327912174694284,0.6302380309344087,-0.2716014314254562,0.21511633698923277
Teso La Monja,Alabaster,2016.0,4.5,264,Espana,Toro,135.0,Toro Red,5.0,3.0,0.3608317516622629,3.771074993108832,-0.2588119798704134,0.4982098168635249,1.4427641342321382,0.21511633698923277
Quinta de la Quietud,La Mula de la Quietud,2015.0,4.5,256,Espana,Toro,63.75,Toro Red,5.0,3.0,0.21673887270990355,3.771074993108832,-0.2698776961173544,0.024305018246372607,1.4427641342321382,0.21511633698923277
Bodegas Mauro,Terreus Paraje de Cueva Baja,2017.0,4.5,251,Espana,Castilla y Leon,66.07,Tempranillo,4.0,3.0,0.5049246306146222,3.771074993108832,-0.2767937687716926,0.039736023618888956,-0.2716014314254562,-3.8141781289244894
Bodega Contador (Benjamin Romeo),Contador Rioja,2012.0,4.5,243,Espana,Rioja,213.9,Rioja Red,4.0,3.0,-0.2155397641471744,3.771074993108832,-0.2878594850186336,1.0229970254374663,-0.2716014314254562,0.21511633698923277
Remirez de Ganuza,Maria Remirez de Ganuza,2006.0,4.5,240,Espana,Rioja,234.9,Rioja Red,4.0,3.0,-1.0800970378613304,3.771074993108832,-0.2920091286112365,1.1626742292404164,-0.2716014314254562,0.21511633698923277
Vinedos de Paganos,La Nieta,2018.0,4.5,220,Espana,Rioja,89.9,Rioja Red,4.0,3.0,0.6490175095669816,3.771074993108832,-0.3196734192285891,0.1982363934581415,-0.2716014314254562,0.21511633698923277
Dominio de Pingus,Pingus,2015.0,4.5,203,Espana,Ribera del Duero,118.96699999999998,Ribera Del Duero Red,5.0,3.0,0.21673887270990355,3.771074993108832,-0.3431880662533388,7.914404209258259,1.4427641342321382,0.21511633698923277
Vega Sicilia,Unico Reserva Especial Edicion,1995.0,4.5,196,Espana,Ribera del Duero,118.96699999999998,Ribera Del Duero Red,5.0,3.0,-2.665118706337283,3.771074993108832,-0.3528705679694122,9.577228064055284,1.4427641342321382,0.21511633698923277
Dominio de Pingus,Pingus,1999.0,4.5,184,Espana,Ribera del Duero,118.96699999999998,Ribera Del Duero Red,5.0,3.0,-2.0887471905278456,3.771074993108832,-0.36946914233982375,11.00845381235618,1.4427641342321382,0.21511633698923277
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1998.0,4.5,171,Espana,Priorato,118.96699999999998,Priorat Red,4.0,3.0,-2.232840069480205,3.771074993108832,-0.38745093124110297,8.726793431757894,-0.2716014314254562,0.21511633698923277
Bodegas San Roman,Cartago Paraje de Pozo,2015.0,4.5,137,Espana,Toro,78.9,Toro Red,5.0,3.0,0.21673887270990355,3.771074993108832,-0.4344802252906024,0.12507214384707238,1.4427641342321382,0.21511633698923277
Vega Sicilia,Unico Reserva Especial Edicion,2012.0,4.5,136,Espana,Ribera del Duero,118.96699999999998,Ribera Del Duero Red,5.0,3.0,-0.2155397641471744,3.771074993108832,-0.43586343982147,3.996525155539699,1.4427641342321382,0.21511633698923277
Pago de Los Capellanes,Parcela El Picon Tinto,2009.0,4.5,134,Espana,Ribera del Duero,154.0,Ribera Del Duero Red,5.0,3.0,-0.6478184010042524,3.771074993108832,-0.43862986888320527,0.6245844298280988,1.4427641342321382,0.21511633698923277
Vega Sicilia,Valbuena 5o,2017.0,4.5,133,Espana,Ribera del Duero,134.89,Ribera Del Duero Red,5.0,3.0,0.5049246306146222,3.771074993108832,-0.4400130834140729,0.4974781743674141,1.4427641342321382,0.21511633698923277
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2000.0,4.5,132,Espana,Priorato,118.96699999999998,Priorat Red,4.0,3.0,-1.9446543115754862,3.771074993108832,-0.4413962979449405,9.064812264961033,-0.2716014314254562,0.21511633698923277
Bodega Numanthia,Termanthia,2005.0,4.5,131,Espana,Toro,207.11,Toro Red,5.0,3.0,-1.2241899168136896,3.771074993108832,-0.44277951247580816,0.977834729541179,1.4427641342321382,0.21511633698923277
Vega Sicilia,Unico Reserva Especial Edicion,2011.0,4.5,131,Espana,Ribera del Duero,340.49,Ribera Del Duero Red,5.0,3.0,-0.35963264309953374,3.771074993108832,-0.44277951247580816,1.864984512552488,1.4427641342321382,0.21511633698923277
Emilio Moro,Clon De La Familia,2010.0,4.5,127,Espana,Ribera del Duero,317.63,Ribera Del Duero Red,5.0,3.0,-0.503725522051893,3.771074993108832,-0.4483123705992787,1.7129358992698478,1.4427641342321382,0.21511633698923277
Alto Moncayo,Aquilon Garnacha,2011.0,4.5,123,Espana,Campo de Borja,108.9,Grenache,5.0,3.0,-0.35963264309953374,3.771074993108832,-0.4538452287227492,0.32461100642271545,1.4427641342321382,0.21511633698923277
Bodega Contador (Benjamin Romeo),Contador Rioja,2005.0,4.5,112,Espana,Rioja,118.96699999999998,Rioja Red,4.0,3.0,-1.2241899168136896,3.771074993108832,-0.4690605885622931,7.249274667339448,-0.2716014314254562,0.21511633698923277
Bodega Numanthia,Termanthia,2004.0,4.5,108,Espana,Toro,118.96699999999998,Toro Red,5.0,3.0,-1.368282795766049,3.771074993108832,-0.47459344668576364,18.31809445213552,1.4427641342321382,0.21511633698923277
Teso La Monja,Tinto,2010.0,4.5,102,Espana,Toro,118.96699999999998,Toro Red,5.0,3.0,-0.503725522051893,3.771074993108832,-0.4828927338709694,8.413251365697366,1.4427641342321382,0.21511633698923277
Alvaro Palacios,Quinon de Valmira,2015.0,4.5,102,Espana,Rioja,118.96699999999998,Rioja Red,4.0,3.0,0.21673887270990355,3.771074993108832,-0.4828927338709694,3.1072469579942497,-0.2716014314254562,0.21511633698923277
Mas Doix,1902 Centenary Carignan Priorat,2015.0,4.5,94,Espana,Priorato,299.0,Priorat Red,4.0,3.0,0.21673887270990355,3.771074993108832,-0.49395845011791045,1.5890222656103736,-0.2716014314254562,0.21511633698923277
Finca Moncloa,Tintilla de Rota,2016.0,4.5,92,Espana,Cadiz,43.13,,,,0.3608317516622629,3.771074993108832,-0.4967248791796457,-0.11284469329728604,,
Bodegas Roda,Cirsion Rioja,2000.0,4.5,87,Espana,Rioja,175.0,Rioja Red,4.0,3.0,-1.9446543115754862,3.771074993108832,-0.5036409518339838,0.7642616336310489,-0.2716014314254562,0.21511633698923277
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2015.0,4.5,82,Espana,Priorato,118.96699999999998,Priorat Red,4.0,3.0,0.21673887270990355,3.771074993108832,-0.510557024488322,7.93003475349335,-0.2716014314254562,0.21511633698923277
Bodegas El Nido,El Nido,2019.0,4.5,80,Espana,Jumilla,145.9,Red,4.0,3.0,0.7931103885193408,3.771074993108832,-0.5133234535500573,0.5707089369326752,-0.2716014314254562,0.21511633698923277
Mas Doix,1902 Centenary Carignan Priorat,2013.0,4.5,74,Espana,Priorato,447.95,Priorat Red,4.0,3.0,-0.07144688519481508,3.771074993108832,-0.521622740735263,2.5797327182984415,-0.2716014314254562,0.21511633698923277
Vega Sicilia,Unico Reserva Especial Edicion,2006.0,4.5,72,Espana,Ribera del Duero,118.96699999999998,Ribera Del Duero Red,5.0,3.0,-1.0800970378613304,3.771074993108832,-0.5243891697969983,5.014173354675479,1.4427641342321382,0.21511633698923277
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2005.0,4.5,67,Espana,Priorato,118.96699999999998,Priorat Red,4.0,3.0,-1.2241899168136896,3.771074993108832,-0.5313052424513365,8.980340813137344,-0.2716014314254562,0.21511633698923277
Martinet,Cami Pesseroles,2006.0,4.5,65,Espana,Priorato,182.9,Priorat Red,4.0,3.0,-1.0800970378613304,3.771074993108832,-0.5340716715130717,0.816806867442635,-0.2716014314254562,0.21511633698923277
Recaredo,Turo d'en Mota,2007.0,4.5,64,Espana,Cava,99.0,Cava,3.0,3.0,-0.936004158908971,3.771074993108832,-0.5354548860439393,0.2587631817727532,-3.700332562740645,0.21511633698923277
Clos Erasmus,Priorat,2007.0,4.5,60,Espana,Priorato,118.96699999999998,Priorat Red,4.0,3.0,-0.936004158908971,3.771074993108832,-0.5409877441674099,3.9522940410020975,-0.2716014314254562,0.21511633698923277
Pago de Los Capellanes,Parcela El Picon Tinto,2016.0,4.5,59,Espana,Ribera del Duero,134.26,Ribera Del Duero Red,5.0,3.0,0.3608317516622629,3.771074993108832,-0.5423709586982774,0.4932878582533256,1.4427641342321382,0.21511633698923277
Barbadillo,Reliquia Palo Cortado Sherry,,4.5,58,Espana,Jerez Palo Cortado,380.0,Sherry,4.0,3.0,,3.771074993108832,-0.5437541732291451,2.12777719456461,-0.2716014314254562,0.21511633698923277
Clos Erasmus,Daphne Glorian Red,2007.0,4.5,51,Espana,Priorato,202.01,Red,4.0,3.0,-0.936004158908971,3.771074993108832,-0.5534366749452185,0.9439131229033195,-0.2716014314254562,0.21511633698923277
Vinedos de Paganos,La Nieta,2019.0,4.5,49,Espana,Rioja,88.9,Rioja Red,4.0,3.0,0.7931103885193408,3.771074993108832,-0.5562031040069538,0.1915850980389534,-0.2716014314254562,0.21511633698923277
Bodegas Amaren,El Regollar,2016.0,4.5,49,Espana,Rioja,77.9,Rioja Red,4.0,3.0,0.3608317516622629,3.771074993108832,-0.5562031040069538,0.11842084842788429,-0.2716014314254562,0.21511633698923277
Teso La Monja,Alabaster,2018.0,4.5,45,Espana,Toro,123.89,Toro Red,5.0,3.0,0.6490175095669816,3.771074993108832,-0.5617359621304243,0.42431392475634505,1.4427641342321382,0.21511633698923277
Alvear,Abuelo Diego Palo Cortado,,4.5,42,Espana,Montilla-Moriles,114.28,Pedro Ximenez,5.0,3.0,,3.771074993108832,-0.5658856057230272,0.36039497577794743,1.4427641342321382,-7.843472594838211
Equipo Navazos,La Bota 78 de Oloroso,,4.5,41,Espana,Manzanilla,95.57,Sherry,4.0,3.0,,3.771074993108832,-0.5672688202538948,0.23594923848493798,-0.2716014314254562,0.21511633698923277
Morca,Touran,2018.0,4.5,41,Espana,Campo de Borja,93.95,Grenache,5.0,3.0,0.6490175095669816,3.771074993108832,-0.5672688202538948,0.2251741399058533,1.4427641342321382,0.21511633698923277
Territorio Luthier,Luthier Gran Reserva,2012.0,4.5,40,Espana,Ribera del Duero,248.0,Ribera Del Duero Red,5.0,3.0,-0.2155397641471744,3.771074993108832,-0.5686520347847625,1.2498061992317804,1.4427641342321382,0.21511633698923277
Artadi,Vina El Pison,1995.0,4.5,39,Espana,Vino de Espana,397.0,Tempranillo,4.0,3.0,-2.665118706337283,3.771074993108832,-0.5700352493156301,2.2408492166908074,-0.2716014314254562,-3.8141781289244894
Rafael Palacios,Sorte O Soro Val do Bibei,2019.0,4.5,37,Espana,Valdeorras,194.86,,,,0.7931103885193408,3.771074993108832,-0.5728016783773654,0.8963563606561248,,
Recaredo,Reserva Particular de Recaredo Brut Nature,2011.0,4.5,35,Espana,Cava,65.05,Cava,3.0,3.0,-0.35963264309953374,3.771074993108832,-0.5755681074391006,0.03295170229131712,-3.700332562740645,0.21511633698923277
Bodegas Mauro,Terreus Paraje de Cueva Baja,2019.0,4.5,33,Espana,Castilla y Leon,86.9,Tempranillo,4.0,3.0,0.7931103885193408,3.771074993108832,-0.5783345365008359,0.1782825072005772,-0.2716014314254562,-3.8141781289244894
Vina Sastre,Pesus Ribera del Duero,2004.0,4.5,32,Espana,Ribera del Duero,472.5,Ribera Del Duero Red,5.0,3.0,-1.368282795766049,3.771074993108832,-0.5797177510317035,2.743022020839509,1.4427641342321382,0.21511633698923277
Terra Remota,Usted,2010.0,4.5,31,Espana,Emporda,379.0,Red,4.0,3.0,-0.503725522051893,3.771074993108832,-0.5811009655625712,2.121125899145422,-0.2716014314254562,0.21511633698923277
Dehesa de Los Canonigos,Gran Reserva,2001.0,4.5,31,Espana,Ribera del Duero,185.15,Ribera Del Duero Red,5.0,3.0,-1.800561432623127,3.771074993108832,-0.5811009655625712,0.8317722821358082,1.4427641342321382,0.21511633698923277
Vina Sastre,Regina Vides Ribera del Duero,1998.0,4.5,30,Espana,Ribera del Duero,94.2,Ribera Del Duero Red,5.0,3.0,-2.232840069480205,3.771074993108832,-0.5824841800934387,0.22683696376065035,1.4427641342321382,0.21511633698923277
Miguel Merino,La Loma,2018.0,4.5,29,Espana,Rioja Alta,46.0,Rioja Red,4.0,3.0,0.6490175095669816,3.771074993108832,-0.5838673946243064,-0.09375547544421621,-0.2716014314254562,0.21511633698923277
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2016.0,4.5,28,Espana,Priorato,118.96699999999998,Priorat Red,4.0,3.0,0.3608317516622629,3.771074993108832,-0.585250609155174,5.71681620275851,-0.2716014314254562,0.21511633698923277
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2010.0,4.6,2416,Espana,Rioja,438.9,Rioja Red,4.0,3.0,-0.503725522051893,2.923769347563104,2.717865690556726,2.519538494754789,-0.2716014314254562,0.21511633698923277
Alion,Ribera del Duero,2017.0,4.6,2208,Espana,Ribera del Duero,79.9,Ribera Del Duero Red,5.0,3.0,0.5049246306146222,2.923769347563104,2.430157068136259,0.13172343926626048,1.4427641342321382,0.21511633698923277
Vega Sicilia,Valbuena 5o,2004.0,4.6,1608,Espana,Ribera del Duero,249.0,Ribera Del Duero Red,5.0,3.0,-1.368282795766049,2.923769347563104,1.600228349615681,1.2564574946509686,1.4427641342321382,0.21511633698923277
