winery,wine,year,rating,num_reviews,region,price,type,body,acidity
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2004.0,4.8,87,Priorato,1410.26,Priorat Red,4.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,2005.0,4.8,87,Ribera del Duero,813.96,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,2020.0,4.8,84,Ribera del Duero,435.75,Ribera Del Duero Red,5.0,3.0
Ordonez,Vatan Arena Tinta de Toro,2014.0,4.8,79,Toro,369.05,Toro Red,5.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,1985.0,4.8,70,Ribera del Duero,1182.77,Ribera Del Duero Red,5.0,3.0
Toro Albala,Don PX Convento Seleccion,1929.0,4.8,69,Montilla-Moriles,227.95,Pedro Ximenez,5.0,1.0
Bodegas Valduero,Ribera Del Duero Gran Reserva 12 Anos,1999.0,4.8,68,Ribera del Duero,999.0,Ribera Del Duero Red,5.0,3.0
Vina Sastre,Pesus Ribera del Duero,2007.0,4.8,68,Ribera del Duero,360.0,Ribera Del Duero Red,5.0,3.0
Teso La Monja,Tinto,2012.0,4.8,56,Toro,1190.0,Toro Red,5.0,3.0
Dominio de Pingus,Pingus,2017.0,4.8,52,Ribera del Duero,1150.0,Ribera Del Duero Red,5.0,3.0
Teso La Monja,Tinto,2009.0,4.8,50,Toro,950.0,Toro Red,5.0,3.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2008.0,4.8,40,Priorato,1021.21,Priorat Red,4.0,3.0
Sierra Cantabria,Magico,2016.0,4.8,40,Rioja,544.5,Rioja Red,4.0,3.0
Teso La Monja,Tinto,2011.0,4.8,32,Toro,1295.0,Toro Red,5.0,3.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2017.0,4.8,31,Priorato,992.2,Priorat Red,4.0,3.0
Teso La Monja,Tinto,2015.0,4.8,28,Toro,1289.44,Toro Red,5.0,3.0
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2017.0,4.8,26,Bierzo,1098.9,Red,4.0,3.0
La Rioja Alta,Gran Reserva 890,1985.0,4.8,26,Rioja,215.34,Rioja Red,4.0,3.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2018.0,4.8,26,Priorato,1094.9,Priorat Red,4.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,2014.0,4.7,12421,Ribera del Duero,423.5,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2010.0,4.7,5266,Ribera del Duero,239.5,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2014.0,4.7,4350,Ribera del Duero,175.5,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2006.0,4.7,3929,Ribera del Duero,194.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,2005.0,4.7,3437,Ribera del Duero,381.15,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,2004.0,4.7,3164,Ribera del Duero,584.43,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,2000.0,4.7,3127,Ribera del Duero,555.2,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,2007.0,4.7,2935,Ribera del Duero,445.28,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2015.0,4.7,2826,Ribera del Duero,189.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,2006.0,4.7,2765,Ribera del Duero,362.25,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,2008.0,4.7,2480,Ribera del Duero,289.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,2003.0,4.7,2419,Ribera del Duero,325.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2016.0,4.7,2177,Ribera del Duero,107.57,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2005.0,4.7,1892,Ribera del Duero,234.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,2002.0,4.7,1199,Ribera del Duero,500.94,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,1991.0,4.7,1141,Ribera del Duero,698.9,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,1994.0,4.7,940,Ribera del Duero,872.47,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,2000.0,4.7,935,Ribera del Duero,877.85,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,1990.0,4.7,690,Ribera del Duero,827.94,Ribera Del Duero Red,5.0,3.0
Pago de Carraovejas,Cuesta de Las Liebres,2014.0,4.7,685,Ribera del Duero,113.18,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,1989.0,4.7,675,Ribera del Duero,679.72,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,1987.0,4.7,593,Ribera del Duero,787.59,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,2017.0,4.7,560,Ribera del Duero,480.06,Ribera Del Duero Red,5.0,3.0
Pago de Carraovejas,El Anejon,2015.0,4.7,543,Ribera del Duero,75.1,Ribera Del Duero Red,5.0,3.0
Bodegas El Nido,El Nido,2014.0,4.7,511,Jumilla,154.9,Red,4.0,3.0
Bodegas El Nido,El Nido,2013.0,4.7,476,Jumilla,145.0,Red,4.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,1996.0,4.7,442,Ribera del Duero,290.0,Ribera Del Duero Red,5.0,3.0
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Blanco,1986.0,4.7,425,Rioja,795.0,Rioja White,3.0,3.0
Bodegas El Nido,El Nido,2016.0,4.7,393,Jumilla,371.78009750522,Red,4.0,3.0
Bodegas El Nido,El Nido,2008.0,4.7,347,Jumilla,134.19,Red,4.0,3.0
Vinedos de Paganos,La Nieta,2015.0,4.7,312,Rioja,82.58,Rioja Red,4.0,3.0
Vega Sicilia,Unico,1981.0,4.7,308,Ribera del Duero,873.86,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,2007.0,4.7,303,Ribera del Duero,774.4,Ribera Del Duero Red,5.0,3.0
Emilio Moro,Malleolus de Valderramiro,2016.0,4.7,300,Ribera del Duero,84.95,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Pingus,2001.0,4.7,295,Ribera del Duero,940.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,1986.0,4.7,292,Ribera del Duero,812.63,Ribera Del Duero Red,5.0,3.0
Emilio Moro,Malleolus de Sanchomartin,2016.0,4.7,291,Ribera del Duero,116.54,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Pingus,2004.0,4.7,285,Ribera del Duero,1500.0,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Pingus,2006.0,4.7,280,Ribera del Duero,1190.0,Ribera Del Duero Red,5.0,3.0
Bodegas El Nido,El Nido,2017.0,4.7,268,Jumilla,154.85,Red,4.0,3.0
Teso La Monja,Alabaster,2016.0,4.7,264,Toro,135.0,Toro Red,5.0,3.0
Quinta de la Quietud,La Mula de la Quietud,2015.0,4.7,256,Toro,63.75,Toro Red,5.0,3.0
Vega Sicilia,Unico,1985.0,4.7,254,Ribera del Duero,827.94,Ribera Del Duero Red,5.0,3.0
Bodegas Mauro,Terreus Paraje de Cueva Baja,2017.0,4.7,251,Castilla y Leon,66.07,Tempranillo,4.0,2.0
Bodega Contador (Benjamin Romeo),Contador Rioja,2012.0,4.7,243,Rioja,213.9,Rioja Red,4.0,3.0
Remirez de Ganuza,Maria Remirez de Ganuza,2006.0,4.7,240,Rioja,234.9,Rioja Red,4.0,3.0
Vega Sicilia,Unico,1968.0,4.7,225,Ribera del Duero,2087.25,Ribera Del Duero Red,5.0,3.0
Vinedos de Paganos,La Nieta,2018.0,4.7,220,Rioja,89.9,Rioja Red,4.0,3.0
Vega Sicilia,Unico,1964.0,4.7,214,Ribera del Duero,1384.54,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,1982.0,4.7,205,Ribera del Duero,820.98,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Pingus,2015.0,4.7,203,Ribera del Duero,1250.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,1995.0,4.7,196,Ribera del Duero,1500.0,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Pingus,1999.0,4.7,184,Ribera del Duero,1715.18,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Unico,1974.0,4.7,173,Ribera del Duero,932.3,Ribera Del Duero Red,5.0,3.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1998.0,4.7,171,Priorato,1372.14,Priorat Red,4.0,3.0
Bodegas San Roman,Cartago Paraje de Pozo,2015.0,4.7,137,Toro,78.9,Toro Red,5.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,2012.0,4.7,136,Ribera del Duero,660.96,Ribera Del Duero Red,5.0,3.0
Pago de Los Capellanes,Parcela El Picon Tinto,2009.0,4.7,134,Ribera del Duero,154.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2017.0,4.7,133,Ribera del Duero,134.89,Ribera Del Duero Red,5.0,3.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2000.0,4.7,132,Priorato,1422.96,Priorat Red,4.0,3.0
Bodega Numanthia,Termanthia,2005.0,4.7,131,Toro,207.11,Toro Red,5.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,2011.0,4.7,131,Ribera del Duero,340.49,Ribera Del Duero Red,5.0,3.0
Emilio Moro,Clon De La Familia,2010.0,4.7,127,Ribera del Duero,317.63,Ribera Del Duero Red,5.0,3.0
Alto Moncayo,Aquilon Garnacha,2011.0,4.7,123,Campo de Borja,108.9,Grenache,5.0,3.0
Vega Sicilia,Unico,1983.0,4.7,118,Ribera del Duero,700.0,Ribera Del Duero Red,5.0,3.0
Toro Albala,Don PX Convento Seleccion,1955.0,4.7,117,Montilla-Moriles,185.0,Pedro Ximenez,5.0,1.0
Vega Sicilia,Unico,1980.0,4.7,116,Ribera del Duero,911.43,Ribera Del Duero Red,5.0,3.0
Bodega Contador (Benjamin Romeo),Contador Rioja,2005.0,4.7,112,Rioja,1150.0,Rioja Red,4.0,3.0
Vega Sicilia,Unico,1972.0,4.7,110,Ribera del Duero,698.95,Ribera Del Duero Red,5.0,3.0
Bodega Numanthia,Termanthia,2004.0,4.7,108,Toro,2814.16,Toro Red,5.0,3.0
Teso La Monja,Tinto,2010.0,4.7,102,Toro,1325.0,Toro Red,5.0,3.0
Alvaro Palacios,Quinon de Valmira,2015.0,4.7,102,Rioja,527.26,Rioja Red,4.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,1987.0,4.7,100,Ribera del Duero,1071.45,Ribera Del Duero Red,5.0,3.0
Mas Doix,1902 Centenary Carignan Priorat,2015.0,4.7,94,Priorato,299.0,Priorat Red,4.0,3.0
Finca Moncloa,Tintilla de Rota,2016.0,4.7,92,Cadiz,43.13,Rioja Red,4.158426788816932,2.9466119096509242
Vega Sicilia,Unico,1953.0,4.7,89,Ribera del Duero,1207.6,Ribera Del Duero Red,5.0,3.0
Bodegas Roda,Cirsion Rioja,2000.0,4.7,87,Rioja,175.0,Rioja Red,4.0,3.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2015.0,4.7,82,Priorato,1252.35,Priorat Red,4.0,3.0
Bodegas El Nido,El Nido,2019.0,4.7,80,Jumilla,145.9,Red,4.0,3.0
Mas Doix,1902 Centenary Carignan Priorat,2013.0,4.7,74,Priorato,447.95,Priorat Red,4.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,2006.0,4.7,72,Ribera del Duero,813.96,Ribera Del Duero Red,5.0,3.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2005.0,4.7,67,Priorato,1410.26,Priorat Red,4.0,3.0
Martinet,Cami Pesseroles,2006.0,4.7,65,Priorato,182.9,Priorat Red,4.0,3.0
Recaredo,Turo d'en Mota,2007.0,4.7,64,Cava,99.0,Cava,2.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,1986.0,4.7,63,Ribera del Duero,1113.2,Ribera Del Duero Red,5.0,3.0
Clos Erasmus,Priorat,2007.0,4.7,60,Priorato,654.31,Priorat Red,4.0,3.0
Pago de Los Capellanes,Parcela El Picon Tinto,2016.0,4.7,59,Ribera del Duero,134.26,Ribera Del Duero Red,5.0,3.0
Barbadillo,Reliquia Palo Cortado Sherry,1999.0,4.7,58,Jerez Palo Cortado,380.0,Sherry,4.0,3.0
La Rioja Alta,Gran Reserva 890,1982.0,4.7,57,Rioja,292.09,Rioja Red,4.0,3.0
Gonzalez-Byass,Anada Palo Cortado 1987,1987.0,4.7,53,Jerez Palo Cortado,400.85,Sherry,4.0,3.0
Clos Erasmus,Daphne Glorian Red,2007.0,4.7,51,Priorato,202.01,Red,4.0,3.0
Toro Albala,Don PX Pedro Ximenez,1955.0,4.7,50,Montilla-Moriles,250.0,Pedro Ximenez,5.0,1.0
Vinedos de Paganos,La Nieta,2019.0,4.7,49,Rioja,88.9,Rioja Red,4.0,3.0
Bodegas Amaren,El Regollar,2016.0,4.7,49,Rioja,77.9,Rioja Red,4.0,3.0
Toro Albala,Don PX Convento Seleccion,1958.0,4.7,47,Montilla-Moriles,191.61,Pedro Ximenez,5.0,1.0
Teso La Monja,Alabaster,2018.0,4.7,45,Toro,123.89,Toro Red,5.0,3.0
Alvear,Abuelo Diego Palo Cortado,2018.0,4.7,42,Montilla-Moriles,114.28,Pedro Ximenez,5.0,1.0
Equipo Navazos,La Bota 78 de Oloroso,2018.0,4.7,41,Manzanilla,95.57,Sherry,4.0,3.0
Morca,Touran,2018.0,4.7,41,Campo de Borja,93.95,Grenache,5.0,3.0
Territorio Luthier,Luthier Gran Reserva,2012.0,4.7,40,Ribera del Duero,248.0,Ribera Del Duero Red,5.0,3.0
Artadi,Vina El Pison,1995.0,4.7,39,Vino de Espana,397.0,Tempranillo,4.0,2.0
Rafael Palacios,Sorte O Soro Val do Bibei,2019.0,4.7,37,Valdeorras,194.86,Rioja Red,4.158426788816932,2.9466119096509242
Recaredo,Reserva Particular de Recaredo Brut Nature,2011.0,4.7,35,Cava,65.05,Cava,2.0,3.0
Bodegas Mauro,Terreus Paraje de Cueva Baja,2019.0,4.7,33,Castilla y Leon,86.9,Tempranillo,4.0,2.0
Vina Sastre,Pesus Ribera del Duero,2004.0,4.7,32,Ribera del Duero,472.5,Ribera Del Duero Red,5.0,3.0
Terra Remota,Usted,2010.0,4.7,31,Emporda,379.0,Red,4.0,3.0
Dehesa de Los Canonigos,Gran Reserva,2001.0,4.7,31,Ribera del Duero,185.15,Ribera Del Duero Red,5.0,3.0
Vina Sastre,Regina Vides Ribera del Duero,1998.0,4.7,30,Ribera del Duero,94.2,Ribera Del Duero Red,5.0,3.0
Miguel Merino,La Loma,2018.0,4.7,29,Rioja Alta,46.0,Rioja Red,4.0,3.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2016.0,4.7,28,Priorato,919.6,Priorat Red,4.0,3.0
Gutierrez de la Vega,Recondita Armonia Monastrell Dulce,1987.0,4.7,27,Alicante,81.9,Rioja Red,4.158426788816932,2.9466119096509242
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1942.0,4.7,27,Rioja,680.0,Rioja Red,4.0,3.0
Vega Sicilia,Valbuena 5o,2011.0,4.6,6803,Ribera del Duero,218.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2012.0,4.6,5938,Ribera del Duero,177.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2008.0,4.6,5545,Ribera del Duero,187.3,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2007.0,4.6,5116,Ribera del Duero,195.59,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2013.0,4.6,4747,Ribera del Duero,135.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2009.0,4.6,4685,Ribera del Duero,225.2,Ribera Del Duero Red,5.0,3.0
Alion,Ribera del Duero,2016.0,4.6,4516,Ribera del Duero,79.8,Ribera Del Duero Red,5.0,3.0
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2017.0,4.6,3383,Ribera del Duero,116.187943627787,Ribera Del Duero Red,5.0,3.0
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2018.0,4.6,3239,Ribera del Duero,89.3,Ribera Del Duero Red,5.0,3.0
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2010.0,4.6,2416,Rioja,438.9,Rioja Red,4.0,3.0
Alion,Ribera del Duero,2017.0,4.6,2208,Ribera del Duero,79.9,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2004.0,4.6,1608,Ribera del Duero,249.0,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Flor de Pingus,2018.0,4.6,1363,Ribera del Duero,129.95,Ribera Del Duero Red,5.0,3.0
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2019.0,4.6,1108,Ribera del Duero,76.95,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2000.0,4.6,1015,Ribera del Duero,252.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,2002.0,4.6,936,Ribera del Duero,232.0,Ribera Del Duero Red,5.0,3.0
Bodega Numanthia,Termanthia,2012.0,4.6,840,Toro,214.0,Toro Red,5.0,3.0
Bodega Numanthia,Termanthia,2011.0,4.6,790,Toro,205.0,Toro Red,5.0,3.0
Carmelo Rodero,Pago De Valtarrena,2015.0,4.6,700,Ribera del Duero,49.95,Ribera Del Duero Red,5.0,3.0
Emilio Moro,Malleolus de Sanchomartin,2011.0,4.6,693,Ribera del Duero,125.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,1999.0,4.6,595,Ribera del Duero,276.8,Ribera Del Duero Red,5.0,3.0
Emilio Moro,Malleolus de Valderramiro,2015.0,4.6,516,Ribera del Duero,75.0,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Pingus,2010.0,4.6,410,Ribera del Duero,1359.75,Ribera Del Duero Red,5.0,3.0
Pago de Carraovejas,Cuesta de Las Liebres,2010.0,4.6,405,Ribera del Duero,81.5,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Pingus,2012.0,4.6,400,Ribera del Duero,890.0,Ribera Del Duero Red,5.0,3.0
Dominio del Bendito,El Titan del Bendito,2015.0,4.6,388,Toro,43.5,Toro Red,5.0,3.0
Emilio Moro,Malleolus de Sanchomartin,2015.0,4.6,369,Ribera del Duero,99.0,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Pingus,2013.0,4.6,323,Ribera del Duero,1198.72,Ribera Del Duero Red,5.0,3.0
Bodegas Mauro,Terreus Paraje de Cueva Baja,2015.0,4.6,313,Castilla y Leon,94.95,Tempranillo,4.0,2.0
Bodegas Mauro,Terreus Paraje de Cueva Baja,2016.0,4.6,304,Castilla y Leon,89.0,Tempranillo,4.0,2.0
Dominio de Pingus,Pingus,2005.0,4.6,293,Ribera del Duero,1785.96,Ribera Del Duero Red,5.0,3.0
Vinedos de Paganos,La Nieta,2017.0,4.6,286,Rioja,108.21,Rioja Red,4.0,3.0
Artadi,Vina El Pison,2006.0,4.6,274,Vino de Espana,391.5,Tempranillo,4.0,2.0
Dominio de Pingus,Pingus,1998.0,4.6,244,Ribera del Duero,1350.0,Ribera Del Duero Red,5.0,3.0
Bodegas Roda,Cirsion Rioja,2007.0,4.6,242,Rioja,145.0,Rioja Red,4.0,3.0
Bodegas Roda,Cirsion Rioja,2012.0,4.6,231,Rioja,173.38,Rioja Red,4.0,3.0
Bodega Contador (Benjamin Romeo),Contador Rioja,2011.0,4.6,225,Rioja,220.0,Rioja Red,4.0,3.0
Marques de Murrieta,Dalmau Rioja,2017.0,4.6,222,Rioja,85.7,Rioja Red,4.0,3.0
Vega Sicilia,Unico,1965.0,4.6,218,Ribera del Duero,2884.04,Ribera Del Duero Red,5.0,3.0
Sierra Cantabria,Finca el Bosque,2015.0,4.6,214,Rioja,79.9,Rioja Red,4.0,3.0
Vina Sastre,Pago de Santa Cruz,2018.0,4.6,211,Ribera del Duero,68.7,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Pingus,2003.0,4.6,205,Ribera del Duero,1638.95,Ribera Del Duero Red,5.0,3.0
Mas d'en Gil,Clos Fonta Priorat,2004.0,4.6,202,Priorato,150.0,Priorat Red,4.0,3.0
Carmelo Rodero,Pago De Valtarrena,2016.0,4.6,200,Ribera del Duero,48.95,Ribera Del Duero Red,5.0,3.0
Pago de Los Capellanes,Parcela El Picon Tinto,2014.0,4.6,197,Ribera del Duero,109.41,Ribera Del Duero Red,5.0,3.0
Emilio Moro,Malleolus de Sanchomartin,2014.0,4.6,186,Ribera del Duero,119.0,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,1992.0,4.6,176,Ribera del Duero,195.0,Ribera Del Duero Red,5.0,3.0
Dominio de Pingus,Pingus,2014.0,4.6,172,Ribera del Duero,1595.0,Ribera Del Duero Red,5.0,3.0
Artadi,Vina El Pison,2010.0,4.6,169,Vino de Espana,519.55,Tempranillo,4.0,2.0
Pago de Los Capellanes,Parcela El Picon Tinto,2012.0,4.6,165,Ribera del Duero,89.0,Ribera Del Duero Red,5.0,3.0
Artadi,Vina El Pison,2011.0,4.6,165,Vino de Espana,511.9,Tempranillo,4.0,2.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1999.0,4.6,164,Priorato,980.0,Priorat Red,4.0,3.0
Casa Castillo,Cuvee N Vinas Viejas,2015.0,4.6,160,Jumilla,73.0,Red,4.0,3.0
Artadi,Vina El Pison,2012.0,4.6,159,Vino de Espana,280.0,Tempranillo,4.0,2.0
Vega Sicilia,Unico,1973.0,4.6,157,Ribera del Duero,932.3,Ribera Del Duero Red,5.0,3.0
Bodega Contador (Benjamin Romeo),Contador Rioja,2014.0,4.6,157,Rioja,251.99,Rioja Red,4.0,3.0
Bodegas San Roman,Cartago Paraje de Pozo,2014.0,4.6,153,Toro,61.69,Toro Red,5.0,3.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1996.0,4.6,150,Priorato,1372.14,Priorat Red,4.0,3.0
Bodega Numanthia,Termanthia,2014.0,4.6,147,Toro,210.5,Toro Red,5.0,3.0
Vega Sicilia,Valbuena 5o,1985.0,4.6,146,Ribera del Duero,285.0,Ribera Del Duero Red,5.0,3.0
Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2001.0,4.6,145,Ribera del Duero,245.75,Ribera Del Duero Red,5.0,3.0
Vega Sicilia,Valbuena 5o,1989.0,4.6,143,Ribera del Duero,228.57,Ribera Del Duero Red,5.0,3.0
Bodega Contador (Benjamin Romeo),Contador Rioja,2015.0,4.6,143,Rioja,319.9,Rioja Red,4.0,3.0
Artadi,Vina El Pison,2005.0,4.6,142,Vino de Espana,325.0,Tempranillo,4.0,2.0
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2011.0,4.6,139,Priorato,345.0,Priorat Red,4.0,3.0
Bodegas Mauro,VS,2018.0,4.6,136,Castilla y Leon,58.9,Tempranillo,4.0,2.0
Remirez de Ganuza,Maria Remirez de Ganuza,2005.0,4.6,136,Rioja,159.0,Rioja Red,4.0,3.0
Vinas del Vero,Blecua Somontano,2013.0,4.6,135,Somontano,69.9,Red,4.0,3.0
Vega Sicilia,Unico Reserva Especial Edicion,1989.0,4.6,133,Ribera del Duero,895.4,Ribera Del Duero Red,5.0,3.0
Teso La Monja,Alabaster,2017.0,4.6,131,Toro,147.85,Toro Red,5.0,3.0
Bodegas Mauro,Terreus Paraje de Cueva Baja,2018.0,4.6,128,Castilla y Leon,88.05,Tempranillo,4.0,2.0
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1997.0,4.6,127,Priorato,1080.0,Priorat Red,4.0,3.0
Marques de Riscal,Frank Gehry Selection,2001.0,4.6,124,Rioja,301.0,Tempranillo,4.0,2.0
Artadi,Vina El Pison,2014.0,4.6,124,Vino de Espana,275.0,Tempranillo,4.0,2.0
Vega Sicilia,Unico,1967.0,4.6,123,Ribera del Duero,1106.24,Ribera Del Duero Red,5.0,3.0
